,Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
298,Selic,2024-07-16,R2/2025,10.3136,10.5,0.4278,8.75,12.5,127.0,0
299,Selic,2024-07-16,R1/2025,10.4114,10.5,0.3416,9.0,12.5,127.0,0
300,Selic,2024-07-16,R8/2024,10.4847,10.5,0.2462,9.5,12.5,134.0,0
301,Selic,2024-07-16,R7/2024,10.4981,10.5,0.1678,10.0,12.0,131.0,0
302,Selic,2024-07-16,R6/2024,10.5038,10.5,0.1024,10.25,11.5,131.0,0
303,Selic,2024-07-16,R5/2024,10.5019,10.5,0.0488,10.25,11.0,131.0,0
304,Selic,2024-07-15,R4/2026,9.3333,9.25,0.7758,7.5,12.5,81.0,0
305,Selic,2024-07-15,R3/2026,9.4095,9.4875,0.7739,7.5,12.5,108.0,0
306,Selic,2024-07-15,R2/2026,9.4726,9.5,0.7536,7.5,12.5,111.0,0
307,Selic,2024-07-15,R1/2026,9.5487,9.5,0.7551,7.5,12.5,112.0,0
308,Selic,2024-07-15,R8/2025,9.6939,9.5,0.7288,7.5,12.5,130.0,0
309,Selic,2024-07-15,R7/2025,9.7457,9.75,0.7016,7.5,12.5,126.0,0
310,Selic,2024-07-15,R6/2025,9.8096,9.75,0.6824,7.5,12.5,126.0,0
311,Selic,2024-07-15,R5/2025,9.9163,9.75,0.6418,8.0,12.5,126.0,0
312,Selic,2024-07-15,R4/2025,10.0306,10.0,0.6003,8.0,12.5,126.0,0
313,Selic,2024-07-15,R3/2025,10.18,10.25,0.5191,8.5,12.5,126.0,0
314,Selic,2024-07-15,R2/2025,10.3121,10.5,0.4292,8.75,12.5,126.0,0
315,Selic,2024-07-15,R1/2025,10.4107,10.5,0.3428,9.0,12.5,126.0,0
316,Selic,2024-07-15,R8/2024,10.4846,10.5,0.2471,9.5,12.5,133.0,0
317,Selic,2024-07-15,R7/2024,10.4981,10.5,0.1684,10.0,12.0,130.0,0
318,Selic,2024-07-15,R6/2024,10.5038,10.5,0.1028,10.25,11.5,130.0,0
319,Selic,2024-07-15,R5/2024,10.5019,10.5,0.049,10.25,11.0,130.0,0
320,Selic,2024-07-12,R4/2026,9.3333,9.25,0.7728,7.5,12.5,78.0,0
321,Selic,2024-07-12,R3/2026,9.4367,9.5,0.8228,7.5,12.5,115.0,0
322,Selic,2024-07-12,R2/2026,9.4933,9.5,0.8029,7.5,12.5,118.0,0
323,Selic,2024-07-12,R1/2026,9.5689,9.5,0.8083,7.5,12.5,119.0,0
324,Selic,2024-07-12,R8/2025,9.7223,9.5,0.7829,7.5,12.5,137.0,0
325,Selic,2024-07-12,R7/2025,9.7741,9.75,0.7554,7.5,12.5,133.0,0
326,Selic,2024-07-12,R6/2025,9.8346,9.75,0.735,7.5,12.5,133.0,0
327,Selic,2024-07-12,R5/2025,9.9338,10.0,0.6807,8.0,12.5,133.0,0
328,Selic,2024-07-12,R4/2025,10.0403,10.0,0.6264,8.0,12.5,133.0,0
329,Selic,2024-07-12,R3/2025,10.1818,10.25,0.5416,8.5,12.5,133.0,0
330,Selic,2024-07-12,R2/2025,10.3088,10.5,0.4431,8.75,12.5,133.0,0
331,Selic,2024-07-12,R1/2025,10.4098,10.5,0.3553,9.0,12.5,133.0,0
332,Selic,2024-07-12,R8/2024,10.48,10.5,0.2451,9.5,12.5,140.0,0
333,Selic,2024-07-12,R7/2024,10.4945,10.5,0.1667,10.0,12.0,137.0,0
334,Selic,2024-07-12,R6/2024,10.5018,10.5,0.1024,10.25,11.5,137.0,0
335,Selic,2024-07-12,R5/2024,10.5018,10.5,0.0477,10.25,11.0,137.0,0
336,Selic,2024-07-11,R4/2026,9.3289,9.25,0.7782,7.5,12.5,76.0,0
337,Selic,2024-07-11,R3/2026,9.4265,9.5,0.818,7.5,12.5,116.0,0
338,Selic,2024-07-11,R2/2026,9.4786,9.5,0.7982,7.5,12.5,119.0,0
339,Selic,2024-07-11,R1/2026,9.5538,9.5,0.8012,7.5,12.5,120.0,0
340,Selic,2024-07-11,R8/2025,9.7015,9.5,0.7654,7.5,12.5,140.0,0
341,Selic,2024-07-11,R7/2025,9.7589,9.75,0.7411,7.5,12.5,136.0,0
342,Selic,2024-07-11,R6/2025,9.8254,9.75,0.7227,7.5,12.5,136.0,0
343,Selic,2024-07-11,R5/2025,9.9279,9.875,0.6711,8.0,12.5,136.0,0
344,Selic,2024-07-11,R4/2025,10.0394,10.0,0.6202,8.0,12.5,136.0,0
345,Selic,2024-07-11,R3/2025,10.1796,10.25,0.5378,8.5,12.5,136.0,0
346,Selic,2024-07-11,R2/2025,10.3075,10.5,0.4434,8.75,12.5,136.0,0
347,Selic,2024-07-11,R1/2025,10.4081,10.5,0.3559,9.0,12.5,136.0,0
348,Selic,2024-07-11,R8/2024,10.4769,10.5,0.2458,9.5,12.5,143.0,0
349,Selic,2024-07-11,R7/2024,10.4929,10.5,0.1662,10.0,12.0,140.0,0
350,Selic,2024-07-11,R6/2024,10.5018,10.5,0.1013,10.25,11.5,140.0,0
351,Selic,2024-07-11,R5/2024,10.5018,10.5,0.0472,10.25,11.0,140.0,0
352,Selic,2024-07-10,R4/2026,9.331,9.25,0.7875,7.5,12.5,74.0,0
353,Selic,2024-07-10,R3/2026,9.404,9.4875,0.8153,7.5,12.5,120.0,0
354,Selic,2024-07-10,R2/2026,9.461,9.5,0.7912,7.5,12.5,123.0,0
355,Selic,2024-07-10,R1/2026,9.54,9.5,0.7921,7.5,12.5,124.0,0
356,Selic,2024-07-10,R8/2025,9.6785,9.5,0.7522,7.5,12.5,144.0,0
357,Selic,2024-07-10,R7/2025,9.7461,9.75,0.7308,7.5,12.5,140.0,0
358,Selic,2024-07-10,R6/2025,9.8161,9.75,0.715,7.5,12.5,140.0,0
359,Selic,2024-07-10,R5/2025,9.9175,9.875,0.6679,8.0,12.5,140.0,0
360,Selic,2024-07-10,R4/2025,10.0329,10.0,0.6185,8.0,12.5,140.0,0
361,Selic,2024-07-10,R3/2025,10.1709,10.25,0.5346,8.5,12.5,140.0,0
362,Selic,2024-07-10,R2/2025,10.297,10.5,0.4408,8.75,12.5,140.0,0
363,Selic,2024-07-10,R1/2025,10.3964,10.5,0.3586,9.0,12.5,140.0,0
364,Selic,2024-07-10,R8/2024,10.4639,10.5,0.2545,9.5,12.5,147.0,0
365,Selic,2024-07-10,R7/2024,10.4826,10.5,0.1734,10.0,12.0,144.0,0
366,Selic,2024-07-10,R6/2024,10.4948,10.5,0.1081,10.25,11.5,144.0,0
367,Selic,2024-07-10,R5/2024,10.4965,10.5,0.0588,10.25,11.0,144.0,0
368,Selic,2024-07-09,R4/2026,9.338,9.25,0.8017,7.5,12.5,71.0,0
369,Selic,2024-07-09,R3/2026,9.4074,9.5,0.8179,7.5,12.5,119.0,0
370,Selic,2024-07-09,R2/2026,9.4648,9.5,0.7934,7.5,12.5,122.0,0
371,Selic,2024-07-09,R1/2026,9.5443,9.5,0.7938,7.5,12.5,123.0,0
372,Selic,2024-07-09,R8/2025,9.6815,9.5,0.7528,7.5,12.5,143.0,0
373,Selic,2024-07-09,R7/2025,9.7551,9.75,0.7356,7.5,12.5,139.0,0
374,Selic,2024-07-09,R6/2025,9.8274,9.75,0.7277,7.5,12.5,139.0,0
375,Selic,2024-07-09,R5/2025,9.9259,10.0,0.6875,8.0,12.5,139.0,0
376,Selic,2024-07-09,R4/2025,10.0386,10.0,0.6379,8.0,12.5,139.0,0
377,Selic,2024-07-09,R3/2025,10.1721,10.25,0.5528,8.5,12.5,139.0,0
378,Selic,2024-07-09,R2/2025,10.3009,10.5,0.4589,8.75,12.5,139.0,0
379,Selic,2024-07-09,R1/2025,10.3993,10.5,0.373,9.0,12.5,139.0,0
380,Selic,2024-07-09,R8/2024,10.4671,10.5,0.2641,9.5,12.5,146.0,0
381,Selic,2024-07-09,R7/2024,10.486,10.5,0.1793,10.0,12.0,143.0,0
382,Selic,2024-07-09,R6/2024,10.4965,10.5,0.1106,10.25,11.5,143.0,0
383,Selic,2024-07-09,R5/2024,10.4965,10.5,0.059,10.25,11.0,143.0,0
384,Selic,2024-07-08,R4/2026,9.3428,9.25,0.8064,7.5,12.5,70.0,0
385,Selic,2024-07-08,R3/2026,9.4108,9.5,0.8205,7.5,12.5,118.0,0
386,Selic,2024-07-08,R2/2026,9.4686,9.5,0.7955,7.5,12.5,121.0,0
387,Selic,2024-07-08,R1/2026,9.5468,9.5,0.7966,7.5,12.5,122.0,0
388,Selic,2024-07-08,R8/2025,9.6828,9.5,0.7553,7.5,12.5,142.0,0
389,Selic,2024-07-08,R7/2025,9.7551,9.75,0.7382,7.5,12.5,138.0,0
390,Selic,2024-07-08,R6/2025,9.8261,9.75,0.7302,7.5,12.5,138.0,0
391,Selic,2024-07-08,R5/2025,9.9235,9.875,0.6894,8.0,12.5,138.0,0
392,Selic,2024-07-08,R4/2025,10.0352,10.0,0.639,8.0,12.5,138.0,0
393,Selic,2024-07-08,R3/2025,10.1697,10.25,0.5541,8.5,12.5,138.0,0
394,Selic,2024-07-08,R2/2025,10.2994,10.5,0.4602,8.75,12.5,138.0,0
395,Selic,2024-07-08,R1/2025,10.3986,10.5,0.3743,9.0,12.5,138.0,0
396,Selic,2024-07-08,R8/2024,10.4669,10.5,0.265,9.5,12.5,145.0,0
397,Selic,2024-07-08,R7/2024,10.4859,10.5,0.1799,10.0,12.0,142.0,0
398,Selic,2024-07-08,R6/2024,10.4965,10.5,0.111,10.25,11.5,142.0,0
399,Selic,2024-07-08,R5/2024,10.4965,10.5,0.0592,10.25,11.0,142.0,0
400,Selic,2024-07-05,R4/2026,9.3428,9.25,0.8064,7.5,12.5,70.0,0
401,Selic,2024-07-05,R3/2026,9.4171,9.5,0.8216,7.5,12.5,121.0,0
402,Selic,2024-07-05,R2/2026,9.4734,9.5,0.7968,7.5,12.5,124.0,0
403,Selic,2024-07-05,R1/2026,9.5496,9.5,0.7975,7.5,12.5,125.0,0
404,Selic,2024-07-05,R8/2025,9.6876,9.5,0.7598,7.5,12.5,145.0,0
405,Selic,2024-07-05,R7/2025,9.7585,9.75,0.7429,7.5,12.5,141.0,0
406,Selic,2024-07-05,R6/2025,9.8298,9.75,0.7362,7.5,12.5,141.0,0
407,Selic,2024-07-05,R5/2025,9.9252,10.0,0.6963,8.0,12.5,141.0,0
408,Selic,2024-07-05,R4/2025,10.038,10.0,0.6403,8.0,12.5,141.0,0
409,Selic,2024-07-05,R3/2025,10.1697,10.25,0.5549,8.5,12.5,141.0,0
410,Selic,2024-07-05,R2/2025,10.2966,10.5,0.4609,8.75,12.5,141.0,0
411,Selic,2024-07-05,R1/2025,10.3936,10.5,0.3745,9.0,12.5,141.0,0
412,Selic,2024-07-05,R8/2024,10.4591,10.5,0.2714,9.5,12.5,148.0,0
413,Selic,2024-07-05,R7/2024,10.4793,10.5,0.1869,10.0,12.0,145.0,0
414,Selic,2024-07-05,R6/2024,10.4914,10.5,0.119,10.0,11.5,145.0,0
415,Selic,2024-07-05,R5/2024,10.4931,10.5,0.0716,10.0,11.0,145.0,0
416,Selic,2024-07-04,R4/2026,9.3333,9.25,0.8128,7.5,12.5,69.0,0
417,Selic,2024-07-04,R3/2026,9.413,9.5,0.8224,7.5,12.5,121.0,0
418,Selic,2024-07-04,R2/2026,9.4694,9.5,0.7979,7.5,12.5,124.0,0
419,Selic,2024-07-04,R1/2026,9.5456,9.5,0.799,7.5,12.5,125.0,0
420,Selic,2024-07-04,R8/2025,9.6837,9.5,0.7644,7.5,12.5,144.0,0
421,Selic,2024-07-04,R7/2025,9.755,9.75,0.748,7.5,12.5,140.0,0
422,Selic,2024-07-04,R6/2025,9.8268,9.75,0.7415,7.5,12.5,140.0,0
423,Selic,2024-07-04,R5/2025,9.9228,10.0,0.7021,8.0,12.5,140.0,0
424,Selic,2024-07-04,R4/2025,10.0383,10.0,0.644,8.0,12.5,140.0,0
425,Selic,2024-07-04,R3/2025,10.1709,10.25,0.5574,8.5,12.5,140.0,0
426,Selic,2024-07-04,R2/2025,10.2987,10.5,0.4618,8.75,12.5,140.0,0
427,Selic,2024-07-04,R1/2025,10.3946,10.5,0.3757,9.0,12.5,140.0,0
428,Selic,2024-07-04,R8/2024,10.4586,10.5,0.2733,9.5,12.5,146.0,0
429,Selic,2024-07-04,R7/2024,10.4792,10.5,0.1875,10.0,12.0,144.0,0
430,Selic,2024-07-04,R6/2024,10.4913,10.5,0.1194,10.0,11.5,144.0,0
431,Selic,2024-07-04,R5/2024,10.4931,10.5,0.0718,10.0,11.0,144.0,0
432,Selic,2024-07-03,R4/2026,9.3507,9.25,0.8173,7.5,12.5,67.0,0
433,Selic,2024-07-03,R3/2026,9.4006,9.475,0.8172,7.5,12.5,121.0,0
434,Selic,2024-07-03,R2/2026,9.4613,9.5,0.7925,7.5,12.5,124.0,0
435,Selic,2024-07-03,R1/2026,9.5416,9.5,0.7955,7.5,12.5,125.0,0
436,Selic,2024-07-03,R8/2025,9.6837,9.5,0.7644,7.5,12.5,144.0,0
437,Selic,2024-07-03,R7/2025,9.755,9.75,0.748,7.5,12.5,140.0,0
438,Selic,2024-07-03,R6/2025,9.8265,9.75,0.7416,7.5,12.5,140.0,0
439,Selic,2024-07-03,R5/2025,9.9228,10.0,0.7021,8.0,12.5,140.0,0
440,Selic,2024-07-03,R4/2025,10.0383,10.0,0.644,8.0,12.5,140.0,0
441,Selic,2024-07-03,R3/2025,10.1709,10.25,0.5574,8.5,12.5,140.0,0
442,Selic,2024-07-03,R2/2025,10.2987,10.5,0.4618,8.75,12.5,140.0,0
443,Selic,2024-07-03,R1/2025,10.3946,10.5,0.3757,9.0,12.5,140.0,0
444,Selic,2024-07-03,R8/2024,10.4588,10.5,0.2723,9.5,12.5,147.0,0
445,Selic,2024-07-03,R7/2024,10.4776,10.5,0.1878,10.0,12.0,145.0,0
446,Selic,2024-07-03,R6/2024,10.4914,10.5,0.119,10.0,11.5,145.0,0
447,Selic,2024-07-03,R5/2024,10.4931,10.5,0.0716,10.0,11.0,145.0,0
448,Selic,2024-07-02,R4/2026,9.356,9.25,0.8223,7.5,12.5,66.0,0
449,Selic,2024-07-02,R3/2026,9.4006,9.475,0.8172,7.5,12.5,121.0,0
450,Selic,2024-07-02,R2/2026,9.4613,9.5,0.7925,7.5,12.5,124.0,0
451,Selic,2024-07-02,R1/2026,9.5396,9.5,0.7965,7.5,12.5,125.0,0
452,Selic,2024-07-02,R8/2025,9.6768,9.5,0.7706,7.5,12.5,144.0,0
453,Selic,2024-07-02,R7/2025,9.7497,9.75,0.7537,7.5,12.5,140.0,0
454,Selic,2024-07-02,R6/2025,9.8247,9.75,0.7439,7.5,12.5,140.0,0
455,Selic,2024-07-02,R5/2025,9.9175,10.0,0.7075,8.0,12.5,140.0,0
456,Selic,2024-07-02,R4/2025,10.0276,10.0,0.6535,8.0,12.5,140.0,0
457,Selic,2024-07-02,R3/2025,10.1584,10.25,0.5678,8.5,12.5,140.0,0
458,Selic,2024-07-02,R2/2025,10.2827,10.5,0.4779,8.75,12.5,140.0,0
459,Selic,2024-07-02,R1/2025,10.3786,10.5,0.397,9.0,12.5,140.0,0
460,Selic,2024-07-02,R8/2024,10.4452,10.5,0.2926,9.25,12.5,147.0,0
461,Selic,2024-07-02,R7/2024,10.4672,10.5,0.2061,9.5,12.0,145.0,0
462,Selic,2024-07-02,R6/2024,10.4845,10.5,0.1353,9.75,11.5,145.0,0
463,Selic,2024-07-02,R5/2024,10.4879,10.5,0.0847,10.0,11.0,145.0,0
464,Selic,2024-07-01,R4/2026,9.356,9.25,0.8223,7.5,12.5,66.0,0
465,Selic,2024-07-01,R3/2026,9.4006,9.475,0.8172,7.5,12.5,121.0,0
466,Selic,2024-07-01,R2/2026,9.4613,9.5,0.7925,7.5,12.5,124.0,0
467,Selic,2024-07-01,R1/2026,9.5396,9.5,0.7965,7.5,12.5,125.0,0
468,Selic,2024-07-01,R8/2025,9.678,9.5,0.7731,7.5,12.5,143.0,0
469,Selic,2024-07-01,R7/2025,9.7497,9.75,0.7537,7.5,12.5,140.0,0
470,Selic,2024-07-01,R6/2025,9.8247,9.75,0.7439,7.5,12.5,140.0,0
471,Selic,2024-07-01,R5/2025,9.9193,10.0,0.7061,8.0,12.5,140.0,0
472,Selic,2024-07-01,R4/2025,10.0311,10.0,0.6506,8.0,12.5,140.0,0
473,Selic,2024-07-01,R3/2025,10.162,10.25,0.5653,8.5,12.5,140.0,0
474,Selic,2024-07-01,R2/2025,10.2862,10.5,0.4758,8.75,12.5,140.0,0
475,Selic,2024-07-01,R1/2025,10.3821,10.5,0.3958,9.0,12.5,140.0,0
476,Selic,2024-07-01,R8/2024,10.4466,10.5,0.2932,9.25,12.5,146.0,0
477,Selic,2024-07-01,R7/2024,10.4672,10.5,0.2061,9.5,12.0,145.0,0
478,Selic,2024-07-01,R6/2024,10.4845,10.5,0.1353,9.75,11.5,145.0,0
479,Selic,2024-07-01,R5/2024,10.4879,10.5,0.0847,10.0,11.0,145.0,0
480,Selic,2024-06-28,R4/2026,9.3345,9.25,0.7921,7.5,12.5,65.0,0
481,Selic,2024-06-28,R3/2026,9.3894,9.3625,0.8015,7.5,12.5,120.0,0
482,Selic,2024-06-28,R2/2026,9.4432,9.5,0.7789,7.5,12.5,124.0,0
483,Selic,2024-06-28,R1/2026,9.5196,9.5,0.7846,7.5,12.5,125.0,0
484,Selic,2024-06-28,R8/2025,9.6623,9.5,0.7586,7.5,12.5,143.0,0
485,Selic,2024-06-28,R7/2025,9.7354,9.75,0.7386,7.5,12.5,140.0,0
486,Selic,2024-06-28,R6/2025,9.8122,9.75,0.7314,7.5,12.5,140.0,0
487,Selic,2024-06-28,R5/2025,9.9068,10.0,0.6934,8.0,12.5,140.0,0
488,Selic,2024-06-28,R4/2025,10.0204,10.0,0.6386,8.0,12.5,140.0,0
489,Selic,2024-06-28,R3/2025,10.1495,10.25,0.5548,8.5,12.5,140.0,0
490,Selic,2024-06-28,R2/2025,10.2773,10.5,0.4655,8.75,12.5,140.0,0
491,Selic,2024-06-28,R1/2025,10.3732,10.5,0.3844,9.0,12.5,140.0,0
492,Selic,2024-06-28,R8/2024,10.4401,10.5,0.285,9.25,12.5,147.0,0
493,Selic,2024-06-28,R7/2024,10.4638,10.5,0.2012,9.5,12.0,145.0,0
494,Selic,2024-06-28,R6/2024,10.4828,10.5,0.1334,9.75,11.5,145.0,0
495,Selic,2024-06-28,R5/2024,10.4879,10.5,0.0847,10.0,11.0,145.0,0
496,Selic,2024-06-27,R4/2026,9.2328,9.25,0.6514,7.5,10.5,44.0,0
497,Selic,2024-06-27,R3/2026,9.3107,9.25,0.722,7.5,12.5,115.0,0
498,Selic,2024-06-27,R2/2026,9.3684,9.25,0.6944,7.5,12.5,120.0,0
499,Selic,2024-06-27,R1/2026,9.4438,9.5,0.706,7.5,12.5,121.0,0
500,Selic,2024-06-27,R8/2025,9.6004,9.5,0.7032,7.5,12.5,139.0,0
501,Selic,2024-06-27,R7/2025,9.6651,9.5,0.6842,7.5,12.5,136.0,0
502,Selic,2024-06-27,R6/2025,9.739,9.75,0.6846,7.5,12.5,136.0,0
503,Selic,2024-06-27,R5/2025,9.8305,9.75,0.6502,8.0,12.0,136.0,0
504,Selic,2024-06-27,R4/2025,9.9401,10.0,0.5989,8.0,11.5,136.0,0
505,Selic,2024-06-27,R3/2025,10.0748,10.25,0.5191,8.5,11.5,136.0,0
506,Selic,2024-06-27,R2/2025,10.2101,10.25,0.4215,8.75,11.5,136.0,0
507,Selic,2024-06-27,R1/2025,10.3254,10.5,0.3339,9.0,11.5,136.0,0
508,Selic,2024-06-27,R8/2024,10.4087,10.5,0.236,9.25,11.25,143.0,0
509,Selic,2024-06-27,R7/2024,10.4415,10.5,0.1701,9.5,11.0,141.0,0
510,Selic,2024-06-27,R6/2024,10.4681,10.5,0.1185,9.75,10.75,141.0,0
511,Selic,2024-06-27,R5/2024,10.4805,10.5,0.0846,10.0,10.5,141.0,0
512,Selic,2024-06-26,R4/2026,9.2266,9.25,0.6577,7.5,10.5,43.0,0
513,Selic,2024-06-26,R3/2026,9.3107,9.25,0.722,7.5,12.5,115.0,0
514,Selic,2024-06-26,R2/2026,9.3684,9.25,0.6944,7.5,12.5,120.0,0
515,Selic,2024-06-26,R1/2026,9.4438,9.5,0.706,7.5,12.5,121.0,0
516,Selic,2024-06-26,R8/2025,9.5979,9.5,0.7,7.5,12.5,140.0,0
517,Selic,2024-06-26,R7/2025,9.6541,9.5,0.6787,7.5,12.5,136.0,0
518,Selic,2024-06-26,R6/2025,9.7261,9.75,0.6785,7.5,12.5,136.0,0
519,Selic,2024-06-26,R5/2025,9.8195,9.75,0.6458,8.0,12.0,136.0,0
520,Selic,2024-06-26,R4/2025,9.9328,10.0,0.5958,8.0,11.5,136.0,0
521,Selic,2024-06-26,R3/2025,10.0711,10.25,0.5178,8.5,11.5,136.0,0
522,Selic,2024-06-26,R2/2025,10.2083,10.25,0.4208,8.75,11.5,136.0,0
523,Selic,2024-06-26,R1/2025,10.3254,10.5,0.3339,9.0,11.5,136.0,0
524,Selic,2024-06-26,R8/2024,10.4059,10.5,0.2376,9.25,11.25,144.0,0
525,Selic,2024-06-26,R7/2024,10.4384,10.5,0.1735,9.5,11.0,142.0,0
526,Selic,2024-06-26,R6/2024,10.4648,10.5,0.1244,9.75,10.75,142.0,0
527,Selic,2024-06-26,R5/2024,10.4771,10.5,0.0934,10.0,10.5,142.0,0
528,Selic,2024-06-25,R4/2026,9.2188,9.125,0.6782,7.5,10.5,40.0,0
529,Selic,2024-06-25,R3/2026,9.3075,9.0,0.7279,7.5,12.5,113.0,0
530,Selic,2024-06-25,R2/2026,9.3665,9.25,0.7001,7.5,12.5,118.0,0
531,Selic,2024-06-25,R1/2026,9.4433,9.5,0.7119,7.5,12.5,119.0,0
532,Selic,2024-06-25,R8/2025,9.596,9.5,0.706,7.5,12.5,138.0,0
533,Selic,2024-06-25,R7/2025,9.6493,9.5,0.6851,7.5,12.5,134.0,0
534,Selic,2024-06-25,R6/2025,9.7183,9.75,0.6846,7.5,12.5,134.0,0
535,Selic,2024-06-25,R5/2025,9.8116,9.75,0.6497,8.0,12.0,134.0,0
536,Selic,2024-06-25,R4/2025,9.9272,10.0,0.5991,8.0,11.5,134.0,0
537,Selic,2024-06-25,R3/2025,10.0653,10.25,0.521,8.5,11.5,134.0,0
538,Selic,2024-06-25,R2/2025,10.2052,10.25,0.423,8.75,11.5,134.0,0
539,Selic,2024-06-25,R1/2025,10.3209,10.5,0.3368,9.0,11.5,134.0,0
540,Selic,2024-06-25,R8/2024,10.4011,10.5,0.2412,9.25,11.25,142.0,0
541,Selic,2024-06-25,R7/2024,10.4339,10.5,0.1783,9.5,11.0,140.0,0
542,Selic,2024-06-25,R6/2024,10.4607,10.5,0.1312,9.75,10.75,140.0,0
543,Selic,2024-06-25,R5/2024,10.4732,10.5,0.1022,10.0,10.5,140.0,0
544,Selic,2024-06-24,R4/2026,9.2244,9.25,0.6859,7.5,10.5,39.0,0
545,Selic,2024-06-24,R3/2026,9.3075,9.0,0.7279,7.5,12.5,113.0,0
546,Selic,2024-06-24,R2/2026,9.3665,9.25,0.7001,7.5,12.5,118.0,0
547,Selic,2024-06-24,R1/2026,9.4391,9.5,0.713,7.5,12.5,119.0,0
548,Selic,2024-06-24,R8/2025,9.5906,9.5,0.7083,7.5,12.5,138.0,0
549,Selic,2024-06-24,R7/2025,9.6455,9.5,0.6859,7.5,12.5,134.0,0
550,Selic,2024-06-24,R6/2025,9.7127,9.625,0.6853,7.5,12.5,134.0,0
551,Selic,2024-06-24,R5/2025,9.8041,9.75,0.651,8.0,12.0,134.0,0
552,Selic,2024-06-24,R4/2025,9.9179,10.0,0.6014,8.0,11.5,134.0,0
553,Selic,2024-06-24,R3/2025,10.0578,10.25,0.5236,8.5,11.5,134.0,0
554,Selic,2024-06-24,R2/2025,10.1978,10.25,0.4288,8.75,11.5,134.0,0
555,Selic,2024-06-24,R1/2025,10.3134,10.5,0.341,9.0,11.5,134.0,0
556,Selic,2024-06-24,R8/2024,10.394,10.5,0.2437,9.25,11.25,142.0,0
557,Selic,2024-06-24,R7/2024,10.4321,10.5,0.1789,9.5,11.0,140.0,0
558,Selic,2024-06-24,R6/2024,10.4607,10.5,0.1312,9.75,10.75,140.0,0
559,Selic,2024-06-24,R5/2024,10.4732,10.5,0.1022,10.0,10.5,140.0,0
560,Selic,2024-06-21,R4/2026,9.2426,9.375,0.6656,7.5,10.5,34.0,0
561,Selic,2024-06-21,R3/2026,9.3208,9.25,0.7298,7.5,12.5,113.0,0
562,Selic,2024-06-21,R2/2026,9.3739,9.25,0.6995,7.5,12.5,119.0,0
563,Selic,2024-06-21,R1/2026,9.4375,9.5,0.7211,7.5,12.5,120.0,0
564,Selic,2024-06-21,R8/2025,9.5737,9.5,0.7367,7.5,12.5,139.0,0
565,Selic,2024-06-21,R7/2025,9.6259,9.5,0.7161,7.5,12.5,135.0,0
566,Selic,2024-06-21,R6/2025,9.6907,9.5,0.7157,7.5,12.5,135.0,0
567,Selic,2024-06-21,R5/2025,9.7778,9.75,0.6822,8.0,12.0,135.0,0
568,Selic,2024-06-21,R4/2025,9.8926,10.0,0.6292,8.0,11.5,135.0,0
569,Selic,2024-06-21,R3/2025,10.0352,10.0,0.5428,8.5,11.5,135.0,0
570,Selic,2024-06-21,R2/2025,10.1759,10.25,0.441,8.75,11.5,135.0,0
571,Selic,2024-06-21,R1/2025,10.2944,10.5,0.3521,9.0,11.5,135.0,0
572,Selic,2024-06-21,R8/2024,10.3773,10.5,0.2543,9.25,11.25,143.0,0
573,Selic,2024-06-21,R7/2024,10.4167,10.5,0.1922,9.5,11.0,141.0,0
574,Selic,2024-06-21,R6/2024,10.4468,10.5,0.1483,9.75,10.75,141.0,0
575,Selic,2024-06-21,R5/2024,10.4592,10.5,0.125,10.0,10.5,141.0,0
576,Selic,2024-06-20,R4/2026,8.8125,8.875,0.5962,8.0,9.5,4.0,0
577,Selic,2024-06-20,R3/2026,9.2883,9.0,0.7191,7.5,12.5,111.0,0
578,Selic,2024-06-20,R2/2026,9.3411,9.25,0.6871,7.5,12.5,118.0,0
579,Selic,2024-06-20,R1/2026,9.4034,9.5,0.7124,7.5,12.5,119.0,0
580,Selic,2024-06-20,R8/2025,9.5396,9.5,0.7298,7.5,12.5,139.0,0
581,Selic,2024-06-20,R7/2025,9.5933,9.5,0.7108,7.5,12.5,134.0,0
582,Selic,2024-06-20,R6/2025,9.6549,9.5,0.7122,7.5,12.5,134.0,0
583,Selic,2024-06-20,R5/2025,9.7481,9.75,0.6778,8.0,12.0,134.0,0
584,Selic,2024-06-20,R4/2025,9.8619,9.75,0.6264,8.0,11.5,134.0,0
585,Selic,2024-06-20,R3/2025,10.0,10.0,0.5455,8.5,11.5,134.0,0
586,Selic,2024-06-20,R2/2025,10.1399,10.25,0.4504,8.75,11.5,134.0,0
587,Selic,2024-06-20,R1/2025,10.2593,10.5,0.3683,9.0,11.5,134.0,0
588,Selic,2024-06-20,R8/2024,10.3458,10.5,0.279,9.25,11.25,143.0,0
589,Selic,2024-06-20,R7/2024,10.383,10.5,0.2317,9.5,11.0,141.0,0
590,Selic,2024-06-20,R6/2024,10.4149,10.5,0.1949,9.75,10.75,141.0,0
591,Selic,2024-06-20,R5/2024,10.4309,10.5,0.1634,9.75,10.5,141.0,0
592,Selic,2024-06-19,R3/2026,9.2748,9.0,0.7443,7.0,12.5,111.0,0
593,Selic,2024-06-19,R2/2026,9.3151,9.25,0.7178,7.0,12.5,119.0,0
594,Selic,2024-06-19,R1/2026,9.3708,9.5,0.7444,7.0,12.5,120.0,0
