,Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
21903,Selic,2018-07-23,R3/2019,7.17,7.0,0.74,6.5,9.5,92.0,0
21904,Selic,2018-07-23,R2/2019,6.92,6.5,0.63,6.5,9.0,91.0,0
21905,Selic,2018-07-23,R1/2019,6.75,6.5,0.49,6.25,8.5,93.0,0
21906,Selic,2018-07-23,R8/2018,6.63,6.5,0.37,6.25,8.5,101.0,0
21907,Selic,2018-07-23,R7/2018,6.54,6.5,0.18,6.25,7.5,97.0,0
21908,Selic,2018-07-23,R6/2018,6.5,6.5,0.07,6.25,7.0,98.0,0
21909,Selic,2018-07-23,R5/2018,6.49,6.5,0.04,6.25,6.5,98.0,0
21910,Selic,2018-07-20,R8/2019,8.02,8.0,0.66,6.5,9.5,64.0,0
21911,Selic,2018-07-20,R7/2019,7.94,8.0,0.77,6.5,10.0,91.0,0
21912,Selic,2018-07-20,R6/2019,7.81,8.0,0.81,6.5,10.0,92.0,0
21913,Selic,2018-07-20,R5/2019,7.63,7.63,0.81,6.5,9.5,90.0,0
21914,Selic,2018-07-20,R4/2019,7.35,7.13,0.8,6.5,9.5,92.0,0
21915,Selic,2018-07-20,R3/2019,7.17,7.0,0.74,6.5,9.5,92.0,0
21916,Selic,2018-07-20,R2/2019,6.92,6.5,0.63,6.5,9.0,91.0,0
21917,Selic,2018-07-20,R1/2019,6.75,6.5,0.49,6.25,8.5,93.0,0
21918,Selic,2018-07-20,R8/2018,6.63,6.5,0.37,6.25,8.5,101.0,0
21919,Selic,2018-07-20,R7/2018,6.54,6.5,0.18,6.25,7.5,97.0,0
21920,Selic,2018-07-20,R6/2018,6.5,6.5,0.07,6.25,7.0,98.0,0
21921,Selic,2018-07-20,R5/2018,6.49,6.5,0.04,6.25,6.5,98.0,0
21922,Selic,2018-07-19,R8/2019,8.02,8.0,0.66,6.5,9.5,64.0,0
21923,Selic,2018-07-19,R7/2019,7.93,8.0,0.76,6.5,10.0,91.0,0
21924,Selic,2018-07-19,R6/2019,7.8,8.0,0.8,6.5,10.0,92.0,0
21925,Selic,2018-07-19,R5/2019,7.62,7.5,0.79,6.5,9.5,91.0,0
21926,Selic,2018-07-19,R4/2019,7.32,7.0,0.78,6.5,9.5,92.0,0
21927,Selic,2018-07-19,R3/2019,7.15,7.0,0.73,6.5,9.5,92.0,0
21928,Selic,2018-07-19,R2/2019,6.9,6.5,0.61,6.5,9.0,92.0,0
21929,Selic,2018-07-19,R1/2019,6.73,6.5,0.48,6.25,8.5,93.0,0
21930,Selic,2018-07-19,R8/2018,6.62,6.5,0.37,6.25,8.5,101.0,0
21931,Selic,2018-07-19,R7/2018,6.54,6.5,0.18,6.25,7.5,97.0,0
21932,Selic,2018-07-19,R6/2018,6.5,6.5,0.07,6.25,7.0,98.0,0
21933,Selic,2018-07-19,R5/2018,6.49,6.5,0.04,6.25,6.5,98.0,0
21934,Selic,2018-07-18,R8/2019,8.02,8.0,0.67,6.5,9.5,63.0,0
21935,Selic,2018-07-18,R7/2019,7.93,8.0,0.76,6.5,10.0,90.0,0
21936,Selic,2018-07-18,R6/2019,7.79,8.0,0.8,6.5,10.0,91.0,0
21937,Selic,2018-07-18,R5/2019,7.61,7.5,0.8,6.5,9.5,89.0,0
21938,Selic,2018-07-18,R4/2019,7.32,7.0,0.78,6.5,9.5,91.0,0
21939,Selic,2018-07-18,R3/2019,7.14,7.0,0.73,6.5,9.5,91.0,0
21940,Selic,2018-07-18,R2/2019,6.9,6.5,0.61,6.5,9.0,90.0,0
21941,Selic,2018-07-18,R1/2019,6.73,6.5,0.48,6.25,8.5,92.0,0
21942,Selic,2018-07-18,R8/2018,6.62,6.5,0.37,6.25,8.5,100.0,0
21943,Selic,2018-07-18,R7/2018,6.54,6.5,0.18,6.25,7.5,96.0,0
21944,Selic,2018-07-18,R6/2018,6.5,6.5,0.07,6.25,7.0,97.0,0
21945,Selic,2018-07-18,R5/2018,6.49,6.5,0.04,6.25,6.5,97.0,0
21946,Selic,2018-07-17,R8/2019,8.03,8.0,0.67,6.5,9.5,61.0,0
21947,Selic,2018-07-17,R7/2019,7.93,8.0,0.77,6.5,10.0,89.0,0
21948,Selic,2018-07-17,R6/2019,7.8,8.0,0.8,6.5,10.0,90.0,0
21949,Selic,2018-07-17,R5/2019,7.62,7.5,0.8,6.5,9.5,88.0,0
21950,Selic,2018-07-17,R4/2019,7.32,7.0,0.78,6.5,9.5,90.0,0
21951,Selic,2018-07-17,R3/2019,7.15,7.0,0.73,6.5,9.5,90.0,0
21952,Selic,2018-07-17,R2/2019,6.91,6.5,0.62,6.5,9.0,89.0,0
21953,Selic,2018-07-17,R1/2019,6.74,6.5,0.48,6.25,8.5,91.0,0
21954,Selic,2018-07-17,R8/2018,6.63,6.5,0.37,6.25,8.5,99.0,0
21955,Selic,2018-07-17,R7/2018,6.54,6.5,0.18,6.25,7.5,95.0,0
21956,Selic,2018-07-17,R6/2018,6.5,6.5,0.07,6.25,7.0,96.0,0
21957,Selic,2018-07-17,R5/2018,6.49,6.5,0.04,6.25,6.5,96.0,0
21958,Selic,2018-07-16,R8/2019,8.03,8.0,0.67,6.5,9.5,59.0,0
21959,Selic,2018-07-16,R7/2019,7.93,8.0,0.77,6.5,10.0,88.0,0
21960,Selic,2018-07-16,R6/2019,7.79,8.0,0.8,6.5,10.0,89.0,0
21961,Selic,2018-07-16,R5/2019,7.61,7.5,0.79,6.5,9.5,87.0,0
21962,Selic,2018-07-16,R4/2019,7.31,7.0,0.77,6.5,9.5,89.0,0
21963,Selic,2018-07-16,R3/2019,7.14,7.0,0.72,6.5,9.5,89.0,0
21964,Selic,2018-07-16,R2/2019,6.9,6.5,0.62,6.5,9.0,89.0,0
21965,Selic,2018-07-16,R1/2019,6.74,6.5,0.49,6.25,8.5,91.0,0
21966,Selic,2018-07-16,R8/2018,6.63,6.5,0.37,6.25,8.5,98.0,0
21967,Selic,2018-07-16,R7/2018,6.54,6.5,0.18,6.25,7.5,95.0,0
21968,Selic,2018-07-16,R6/2018,6.5,6.5,0.07,6.25,7.0,95.0,0
21969,Selic,2018-07-16,R5/2018,6.49,6.5,0.04,6.25,6.5,95.0,0
21970,Selic,2018-07-13,R8/2019,8.03,8.0,0.68,6.5,9.5,57.0,0
21971,Selic,2018-07-13,R7/2019,7.93,8.0,0.77,6.5,10.0,89.0,0
21972,Selic,2018-07-13,R6/2019,7.8,8.0,0.81,6.5,10.0,90.0,0
21973,Selic,2018-07-13,R5/2019,7.61,7.5,0.8,6.5,9.5,89.0,0
21974,Selic,2018-07-13,R4/2019,7.32,7.0,0.78,6.5,9.5,91.0,0
21975,Selic,2018-07-13,R3/2019,7.14,7.0,0.73,6.5,9.5,91.0,0
21976,Selic,2018-07-13,R2/2019,6.92,6.5,0.63,6.5,9.0,91.0,0
21977,Selic,2018-07-13,R1/2019,6.76,6.5,0.49,6.5,8.5,93.0,0
21978,Selic,2018-07-13,R8/2018,6.63,6.5,0.37,6.25,8.5,101.0,0
21979,Selic,2018-07-13,R7/2018,6.54,6.5,0.18,6.25,7.5,97.0,0
21980,Selic,2018-07-13,R6/2018,6.5,6.5,0.07,6.25,7.0,98.0,0
21981,Selic,2018-07-13,R5/2018,6.49,6.5,0.04,6.25,6.5,98.0,0
21982,Selic,2018-07-12,R8/2019,8.04,8.0,0.68,6.5,9.5,56.0,0
21983,Selic,2018-07-12,R7/2019,7.95,8.0,0.78,6.5,10.0,89.0,0
21984,Selic,2018-07-12,R6/2019,7.82,8.0,0.82,6.5,10.0,90.0,0
21985,Selic,2018-07-12,R5/2019,7.63,7.5,0.81,6.5,9.5,89.0,0
21986,Selic,2018-07-12,R4/2019,7.33,7.0,0.8,6.5,9.5,91.0,0
21987,Selic,2018-07-12,R3/2019,7.16,7.0,0.76,6.5,9.5,91.0,0
21988,Selic,2018-07-12,R2/2019,6.94,6.5,0.66,6.5,9.0,91.0,0
21989,Selic,2018-07-12,R1/2019,6.77,6.5,0.53,6.5,8.5,93.0,0
21990,Selic,2018-07-12,R8/2018,6.64,6.5,0.38,6.25,8.5,101.0,0
21991,Selic,2018-07-12,R7/2018,6.55,6.5,0.19,6.25,7.5,97.0,0
21992,Selic,2018-07-12,R6/2018,6.5,6.5,0.07,6.25,7.0,98.0,0
21993,Selic,2018-07-12,R5/2018,6.49,6.5,0.04,6.25,6.5,98.0,0
21994,Selic,2018-07-11,R8/2019,8.04,8.0,0.68,6.5,9.5,55.0,0
21995,Selic,2018-07-11,R7/2019,7.95,8.0,0.78,6.5,10.0,89.0,0
21996,Selic,2018-07-11,R6/2019,7.82,8.0,0.82,6.5,10.0,90.0,0
21997,Selic,2018-07-11,R5/2019,7.63,7.5,0.81,6.5,9.5,89.0,0
21998,Selic,2018-07-11,R4/2019,7.33,7.0,0.8,6.5,9.5,91.0,0
21999,Selic,2018-07-11,R3/2019,7.16,7.0,0.76,6.5,9.5,91.0,0
22000,Selic,2018-07-11,R2/2019,6.94,6.5,0.66,6.5,9.0,91.0,0
22001,Selic,2018-07-11,R1/2019,6.77,6.5,0.53,6.5,8.5,93.0,0
22002,Selic,2018-07-11,R8/2018,6.64,6.5,0.38,6.25,8.5,101.0,0
22003,Selic,2018-07-11,R7/2018,6.55,6.5,0.19,6.25,7.5,97.0,0
22004,Selic,2018-07-11,R6/2018,6.5,6.5,0.07,6.25,7.0,98.0,0
22005,Selic,2018-07-11,R5/2018,6.49,6.5,0.04,6.25,6.5,98.0,0
22006,Selic,2018-07-10,R8/2019,8.04,8.0,0.68,6.5,9.5,55.0,0
22007,Selic,2018-07-10,R7/2019,7.95,8.0,0.78,6.5,10.0,89.0,0
22008,Selic,2018-07-10,R6/2019,7.82,8.0,0.82,6.5,10.0,90.0,0
22009,Selic,2018-07-10,R5/2019,7.63,7.5,0.81,6.5,9.5,89.0,0
22010,Selic,2018-07-10,R4/2019,7.33,7.0,0.8,6.5,9.5,91.0,0
22011,Selic,2018-07-10,R3/2019,7.16,7.0,0.76,6.5,9.5,91.0,0
22012,Selic,2018-07-10,R2/2019,6.94,6.5,0.66,6.5,9.0,91.0,0
22013,Selic,2018-07-10,R1/2019,6.77,6.5,0.53,6.5,8.5,93.0,0
22014,Selic,2018-07-10,R8/2018,6.64,6.5,0.38,6.25,8.5,100.0,0
22015,Selic,2018-07-10,R7/2018,6.55,6.5,0.19,6.25,7.5,97.0,0
22016,Selic,2018-07-10,R6/2018,6.5,6.5,0.07,6.25,7.0,98.0,0
22017,Selic,2018-07-10,R5/2018,6.49,6.5,0.04,6.25,6.5,98.0,0
22018,Selic,2018-07-09,R8/2019,8.03,8.0,0.68,6.5,9.5,50.0,0
22019,Selic,2018-07-09,R7/2019,7.93,8.0,0.78,6.5,10.0,86.0,0
22020,Selic,2018-07-09,R6/2019,7.79,8.0,0.81,6.5,10.0,87.0,0
22021,Selic,2018-07-09,R5/2019,7.6,7.5,0.8,6.5,9.5,86.0,0
22022,Selic,2018-07-09,R4/2019,7.31,7.0,0.77,6.5,9.0,88.0,0
22023,Selic,2018-07-09,R3/2019,7.13,6.88,0.72,6.5,9.0,88.0,0
22024,Selic,2018-07-09,R2/2019,6.91,6.5,0.62,6.5,9.0,88.0,0
22025,Selic,2018-07-09,R1/2019,6.75,6.5,0.49,6.5,8.5,90.0,0
22026,Selic,2018-07-09,R8/2018,6.63,6.5,0.36,6.25,8.5,97.0,0
22027,Selic,2018-07-09,R7/2018,6.54,6.5,0.16,6.25,7.5,94.0,0
22028,Selic,2018-07-09,R6/2018,6.49,6.5,0.05,6.25,6.63,95.0,0
22029,Selic,2018-07-09,R5/2018,6.49,6.5,0.04,6.25,6.5,95.0,0
22030,Selic,2018-07-06,R8/2019,8.01,8.0,0.68,6.5,9.5,49.0,0
22031,Selic,2018-07-06,R7/2019,7.92,8.0,0.78,6.5,10.0,89.0,0
22032,Selic,2018-07-06,R6/2019,7.79,7.88,0.82,6.5,10.0,90.0,0
22033,Selic,2018-07-06,R5/2019,7.6,7.5,0.81,6.5,9.5,89.0,0
22034,Selic,2018-07-06,R4/2019,7.31,7.0,0.79,6.5,9.0,91.0,0
22035,Selic,2018-07-06,R3/2019,7.13,7.0,0.72,6.5,9.0,91.0,0
22036,Selic,2018-07-06,R2/2019,6.92,6.5,0.63,6.5,9.0,91.0,0
22037,Selic,2018-07-06,R1/2019,6.76,6.5,0.5,6.5,8.5,93.0,0
22038,Selic,2018-07-06,R8/2018,6.63,6.5,0.36,6.25,8.5,100.0,0
22039,Selic,2018-07-06,R7/2018,6.54,6.5,0.16,6.25,7.5,97.0,0
22040,Selic,2018-07-06,R6/2018,6.49,6.5,0.05,6.25,6.63,98.0,0
22041,Selic,2018-07-06,R5/2018,6.49,6.5,0.04,6.25,6.5,98.0,0
22042,Selic,2018-07-05,R8/2019,8.03,8.0,0.67,6.5,9.5,48.0,0
22043,Selic,2018-07-05,R7/2019,7.92,8.0,0.79,6.5,10.0,89.0,0
22044,Selic,2018-07-05,R6/2019,7.79,7.88,0.82,6.5,10.0,90.0,0
22045,Selic,2018-07-05,R5/2019,7.62,7.5,0.8,6.5,9.5,88.0,0
22046,Selic,2018-07-05,R4/2019,7.31,7.0,0.79,6.5,9.0,91.0,0
22047,Selic,2018-07-05,R3/2019,7.13,6.75,0.72,6.5,9.0,91.0,0
22048,Selic,2018-07-05,R2/2019,6.92,6.5,0.63,6.5,9.0,90.0,0
22049,Selic,2018-07-05,R1/2019,6.76,6.5,0.5,6.5,8.5,93.0,0
22050,Selic,2018-07-05,R8/2018,6.63,6.5,0.36,6.25,8.5,100.0,0
22051,Selic,2018-07-05,R7/2018,6.54,6.5,0.16,6.25,7.5,97.0,0
22052,Selic,2018-07-05,R6/2018,6.49,6.5,0.05,6.25,6.63,98.0,0
22053,Selic,2018-07-05,R5/2018,6.49,6.5,0.04,6.25,6.5,98.0,0
22054,Selic,2018-07-04,R8/2019,8.09,8.0,0.61,6.5,9.5,44.0,0
22055,Selic,2018-07-04,R7/2019,7.97,8.0,0.77,6.5,10.0,88.0,0
22056,Selic,2018-07-04,R6/2019,7.82,8.0,0.8,6.5,10.0,88.0,0
22057,Selic,2018-07-04,R5/2019,7.65,7.75,0.79,6.5,9.5,87.0,0
22058,Selic,2018-07-04,R4/2019,7.33,7.13,0.78,6.5,9.0,90.0,0
22059,Selic,2018-07-04,R3/2019,7.14,7.0,0.71,6.5,9.0,90.0,0
22060,Selic,2018-07-04,R2/2019,6.91,6.5,0.64,6.5,9.0,89.0,0
22061,Selic,2018-07-04,R1/2019,6.76,6.5,0.51,6.5,8.5,92.0,0
22062,Selic,2018-07-04,R8/2018,6.63,6.5,0.36,6.25,8.5,100.0,0
22063,Selic,2018-07-04,R7/2018,6.54,6.5,0.16,6.25,7.5,96.0,0
22064,Selic,2018-07-04,R6/2018,6.49,6.5,0.05,6.25,6.63,97.0,0
22065,Selic,2018-07-04,R5/2018,6.49,6.5,0.04,6.25,6.5,97.0,0
22066,Selic,2018-07-03,R8/2019,8.04,8.0,0.55,6.5,9.0,31.0,0
22067,Selic,2018-07-03,R7/2019,7.94,8.0,0.75,6.5,10.0,86.0,0
22068,Selic,2018-07-03,R6/2019,7.79,7.75,0.78,6.5,10.0,86.0,0
22069,Selic,2018-07-03,R5/2019,7.62,7.5,0.78,6.5,9.5,85.0,0
22070,Selic,2018-07-03,R4/2019,7.29,7.0,0.75,6.5,9.0,88.0,0
22071,Selic,2018-07-03,R3/2019,7.1,6.75,0.67,6.5,9.0,88.0,0
22072,Selic,2018-07-03,R2/2019,6.87,6.5,0.6,6.5,9.0,87.0,0
22073,Selic,2018-07-03,R1/2019,6.73,6.5,0.48,6.5,8.5,90.0,0
22074,Selic,2018-07-03,R8/2018,6.62,6.5,0.35,6.25,8.5,99.0,0
22075,Selic,2018-07-03,R7/2018,6.54,6.5,0.16,6.25,7.5,95.0,0
22076,Selic,2018-07-03,R6/2018,6.49,6.5,0.05,6.25,6.63,96.0,0
22077,Selic,2018-07-03,R5/2018,6.49,6.5,0.04,6.25,6.5,96.0,0
22078,Selic,2018-07-02,R8/2019,7.99,8.0,0.5,6.5,8.75,23.0,0
22079,Selic,2018-07-02,R7/2019,7.93,8.0,0.76,6.5,10.0,85.0,0
22080,Selic,2018-07-02,R6/2019,7.8,7.75,0.78,6.5,10.0,85.0,0
22081,Selic,2018-07-02,R5/2019,7.62,7.59,0.78,6.5,9.5,84.0,0
22082,Selic,2018-07-02,R4/2019,7.29,7.0,0.75,6.5,9.0,87.0,0
22083,Selic,2018-07-02,R3/2019,7.11,6.75,0.68,6.5,9.0,87.0,0
22084,Selic,2018-07-02,R2/2019,6.88,6.5,0.6,6.5,9.0,86.0,0
22085,Selic,2018-07-02,R1/2019,6.73,6.5,0.48,6.5,8.5,89.0,0
22086,Selic,2018-07-02,R8/2018,6.62,6.5,0.35,6.25,8.5,98.0,0
22087,Selic,2018-07-02,R7/2018,6.54,6.5,0.16,6.25,7.5,94.0,0
22088,Selic,2018-07-02,R6/2018,6.49,6.5,0.05,6.25,6.63,95.0,0
22089,Selic,2018-07-02,R5/2018,6.49,6.5,0.04,6.25,6.5,95.0,0
22090,Selic,2018-06-29,R8/2019,7.98,8.0,0.54,6.5,8.75,20.0,0
22091,Selic,2018-06-29,R7/2019,7.91,8.0,0.77,6.5,10.0,86.0,0
22092,Selic,2018-06-29,R6/2019,7.78,7.75,0.79,6.5,10.0,86.0,0
22093,Selic,2018-06-29,R5/2019,7.61,7.5,0.78,6.5,9.5,85.0,0
22094,Selic,2018-06-29,R4/2019,7.3,7.0,0.76,6.5,9.0,89.0,0
22095,Selic,2018-06-29,R3/2019,7.12,6.75,0.69,6.5,9.0,89.0,0
22096,Selic,2018-06-29,R2/2019,6.89,6.5,0.62,6.5,9.0,88.0,0
22097,Selic,2018-06-29,R1/2019,6.75,6.5,0.49,6.5,8.5,91.0,0
22098,Selic,2018-06-29,R8/2018,6.62,6.5,0.35,6.25,8.5,100.0,0
22099,Selic,2018-06-29,R7/2018,6.54,6.5,0.16,6.25,7.5,96.0,0
22100,Selic,2018-06-29,R6/2018,6.49,6.5,0.05,6.25,6.63,97.0,0
22101,Selic,2018-06-29,R5/2018,6.49,6.5,0.04,6.25,6.5,97.0,0
22102,Selic,2018-06-28,R8/2019,7.94,8.0,0.56,6.5,8.75,17.0,0
22103,Selic,2018-06-28,R7/2019,7.9,8.0,0.78,6.5,10.0,85.0,0
22104,Selic,2018-06-28,R6/2019,7.77,7.75,0.8,6.5,10.0,85.0,0
22105,Selic,2018-06-28,R5/2019,7.61,7.5,0.79,6.5,9.5,83.0,0
22106,Selic,2018-06-28,R4/2019,7.29,7.0,0.76,6.5,9.0,88.0,0
22107,Selic,2018-06-28,R3/2019,7.12,6.75,0.69,6.5,9.0,88.0,0
22108,Selic,2018-06-28,R2/2019,6.9,6.5,0.62,6.5,9.0,86.0,0
22109,Selic,2018-06-28,R1/2019,6.75,6.5,0.5,6.5,8.5,90.0,0
22110,Selic,2018-06-28,R8/2018,6.64,6.5,0.37,6.25,8.5,99.0,0
22111,Selic,2018-06-28,R7/2018,6.55,6.5,0.2,6.25,7.75,95.0,0
22112,Selic,2018-06-28,R6/2018,6.5,6.5,0.09,6.25,7.25,96.0,0
22113,Selic,2018-06-28,R5/2018,6.5,6.5,0.04,6.25,6.75,96.0,0
22114,Selic,2018-06-27,R8/2019,7.95,8.0,0.6,6.5,8.75,14.0,0
22115,Selic,2018-06-27,R7/2019,7.9,8.0,0.78,6.5,10.0,85.0,0
22116,Selic,2018-06-27,R6/2019,7.77,7.75,0.8,6.5,10.0,85.0,0
22117,Selic,2018-06-27,R5/2019,7.61,7.5,0.79,6.5,9.5,83.0,0
22118,Selic,2018-06-27,R4/2019,7.29,7.0,0.76,6.5,9.0,88.0,0
22119,Selic,2018-06-27,R3/2019,7.12,6.75,0.69,6.5,9.0,88.0,0
22120,Selic,2018-06-27,R2/2019,6.9,6.5,0.62,6.5,9.0,86.0,0
22121,Selic,2018-06-27,R1/2019,6.75,6.5,0.5,6.5,8.5,90.0,0
22122,Selic,2018-06-27,R8/2018,6.64,6.5,0.37,6.25,8.5,99.0,0
22123,Selic,2018-06-27,R7/2018,6.55,6.5,0.2,6.25,7.75,95.0,0
22124,Selic,2018-06-27,R6/2018,6.5,6.5,0.09,6.25,7.25,96.0,0
22125,Selic,2018-06-27,R5/2018,6.5,6.5,0.04,6.25,6.75,96.0,0
22126,Selic,2018-06-26,R8/2019,7.92,8.0,0.64,6.5,8.75,12.0,0
22127,Selic,2018-06-26,R7/2019,7.9,8.0,0.78,6.5,10.0,85.0,0
22128,Selic,2018-06-26,R6/2019,7.77,7.75,0.8,6.5,10.0,85.0,0
22129,Selic,2018-06-26,R5/2019,7.61,7.5,0.79,6.5,9.5,83.0,0
22130,Selic,2018-06-26,R4/2019,7.29,7.0,0.76,6.5,9.0,88.0,0
22131,Selic,2018-06-26,R3/2019,7.12,6.75,0.69,6.5,9.0,88.0,0
22132,Selic,2018-06-26,R2/2019,6.9,6.5,0.62,6.5,9.0,86.0,0
22133,Selic,2018-06-26,R1/2019,6.75,6.5,0.5,6.5,8.5,90.0,0
22134,Selic,2018-06-26,R8/2018,6.64,6.5,0.37,6.25,8.5,99.0,0
22135,Selic,2018-06-26,R7/2018,6.55,6.5,0.2,6.25,7.75,95.0,0
22136,Selic,2018-06-26,R6/2018,6.5,6.5,0.09,6.25,7.25,96.0,0
22137,Selic,2018-06-26,R5/2018,6.5,6.5,0.04,6.25,6.75,96.0,0
22138,Selic,2018-06-25,R8/2019,7.81,7.75,0.67,6.5,8.5,9.0,0
22139,Selic,2018-06-25,R7/2019,7.89,8.0,0.79,6.5,10.0,83.0,0
22140,Selic,2018-06-25,R6/2019,7.76,7.75,0.81,6.5,10.0,83.0,0
22141,Selic,2018-06-25,R5/2019,7.6,7.5,0.8,6.5,9.5,81.0,0
22142,Selic,2018-06-25,R4/2019,7.29,7.0,0.77,6.5,9.0,86.0,0
22143,Selic,2018-06-25,R3/2019,7.12,6.75,0.7,6.5,9.0,86.0,0
22144,Selic,2018-06-25,R2/2019,6.9,6.5,0.63,6.5,9.0,84.0,0
22145,Selic,2018-06-25,R1/2019,6.75,6.5,0.51,6.5,8.5,88.0,0
22146,Selic,2018-06-25,R8/2018,6.64,6.5,0.38,6.25,8.5,97.0,0
22147,Selic,2018-06-25,R7/2018,6.55,6.5,0.2,6.25,7.75,93.0,0
22148,Selic,2018-06-25,R6/2018,6.5,6.5,0.09,6.25,7.25,94.0,0
22149,Selic,2018-06-25,R5/2018,6.5,6.5,0.04,6.25,6.75,94.0,0
22150,Selic,2018-06-22,R8/2019,7.72,7.75,0.67,6.5,8.5,8.0,0
22151,Selic,2018-06-22,R7/2019,7.88,8.0,0.78,6.5,10.0,85.0,0
22152,Selic,2018-06-22,R6/2019,7.74,7.75,0.81,6.5,10.0,85.0,0
22153,Selic,2018-06-22,R5/2019,7.59,7.5,0.79,6.5,9.5,83.0,0
22154,Selic,2018-06-22,R4/2019,7.27,7.0,0.77,6.25,9.0,88.0,0
22155,Selic,2018-06-22,R3/2019,7.1,6.75,0.7,6.0,9.0,88.0,0
22156,Selic,2018-06-22,R2/2019,6.88,6.5,0.63,6.0,9.0,86.0,0
22157,Selic,2018-06-22,R1/2019,6.74,6.5,0.51,6.0,8.5,90.0,0
22158,Selic,2018-06-22,R8/2018,6.63,6.5,0.38,6.0,8.5,99.0,0
22159,Selic,2018-06-22,R7/2018,6.55,6.5,0.2,6.25,7.75,95.0,0
22160,Selic,2018-06-22,R6/2018,6.5,6.5,0.09,6.25,7.25,96.0,0
22161,Selic,2018-06-22,R5/2018,6.5,6.5,0.04,6.25,6.75,96.0,0
22162,Selic,2018-06-21,R7/2019,7.88,8.0,0.78,6.5,10.0,88.0,0
22163,Selic,2018-06-21,R6/2019,7.74,7.63,0.8,6.5,10.0,88.0,0
22164,Selic,2018-06-21,R5/2019,7.59,7.5,0.8,6.5,9.5,84.0,0
22165,Selic,2018-06-21,R4/2019,7.27,7.0,0.77,6.25,9.0,91.0,0
22166,Selic,2018-06-21,R3/2019,7.1,6.75,0.7,6.0,9.0,91.0,0
22167,Selic,2018-06-21,R2/2019,6.89,6.5,0.63,6.0,9.0,87.0,0
22168,Selic,2018-06-21,R1/2019,6.73,6.5,0.5,6.0,8.5,93.0,0
22169,Selic,2018-06-21,R8/2018,6.61,6.5,0.36,6.0,8.5,102.0,0
22170,Selic,2018-06-21,R7/2018,6.54,6.5,0.19,6.25,7.75,98.0,0
22171,Selic,2018-06-21,R6/2018,6.5,6.5,0.08,6.25,7.25,99.0,0
22172,Selic,2018-06-21,R5/2018,6.5,6.5,0.04,6.25,6.75,99.0,0
22173,Selic,2018-06-20,R7/2019,7.87,8.0,0.78,6.5,10.0,90.0,0
22174,Selic,2018-06-20,R6/2019,7.73,7.63,0.8,6.5,10.0,90.0,0
22175,Selic,2018-06-20,R5/2019,7.59,7.5,0.8,6.5,9.5,86.0,0
22176,Selic,2018-06-20,R4/2019,7.25,7.0,0.77,6.25,9.0,93.0,0
22177,Selic,2018-06-20,R3/2019,7.09,6.75,0.7,6.0,9.0,93.0,0
22178,Selic,2018-06-20,R2/2019,6.88,6.5,0.62,6.0,9.0,89.0,0
22179,Selic,2018-06-20,R1/2019,6.73,6.5,0.5,6.0,8.5,95.0,0
22180,Selic,2018-06-20,R8/2018,6.61,6.5,0.36,6.0,8.5,104.0,0
22181,Selic,2018-06-20,R7/2018,6.54,6.5,0.19,6.25,7.75,100.0,0
22182,Selic,2018-06-20,R6/2018,6.5,6.5,0.08,6.25,7.25,101.0,0
22183,Selic,2018-06-20,R5/2018,6.5,6.5,0.04,6.25,6.75,101.0,0
22184,Selic,2018-06-20,R4/2018,6.5,6.5,0.04,6.25,6.5,101.0,0
22185,Selic,2018-06-19,R7/2019,7.85,8.0,0.76,6.5,10.0,89.0,0
22186,Selic,2018-06-19,R6/2019,7.71,7.5,0.78,6.5,10.0,89.0,0
22187,Selic,2018-06-19,R5/2019,7.57,7.5,0.79,6.5,9.5,85.0,0
22188,Selic,2018-06-19,R4/2019,7.24,7.0,0.76,6.25,9.0,92.0,0
22189,Selic,2018-06-19,R3/2019,7.08,6.75,0.69,6.0,9.0,92.0,0
22190,Selic,2018-06-19,R2/2019,6.87,6.5,0.62,6.0,9.0,88.0,0
22191,Selic,2018-06-19,R1/2019,6.72,6.5,0.5,6.0,8.5,94.0,0
22192,Selic,2018-06-19,R8/2018,6.61,6.5,0.36,6.0,8.5,103.0,0
22193,Selic,2018-06-19,R7/2018,6.54,6.5,0.19,6.25,7.75,99.0,0
22194,Selic,2018-06-19,R6/2018,6.5,6.5,0.08,6.25,7.25,100.0,0
22195,Selic,2018-06-19,R5/2018,6.5,6.5,0.04,6.25,6.75,100.0,0
22196,Selic,2018-06-19,R4/2018,6.5,6.5,0.04,6.25,6.5,100.0,0
22197,Selic,2018-06-18,R7/2019,7.85,8.0,0.78,6.5,10.0,88.0,0
22198,Selic,2018-06-18,R6/2019,7.72,7.5,0.81,6.5,10.0,88.0,0
22199,Selic,2018-06-18,R5/2019,7.59,7.5,0.82,6.5,9.5,84.0,0
22200,Selic,2018-06-18,R4/2019,7.25,7.0,0.78,6.25,9.0,91.0,0
22201,Selic,2018-06-18,R3/2019,7.09,6.75,0.7,6.0,9.0,91.0,0
22202,Selic,2018-06-18,R2/2019,6.88,6.5,0.62,6.0,9.0,87.0,0
22203,Selic,2018-06-18,R1/2019,6.73,6.5,0.5,6.0,8.5,93.0,0
22204,Selic,2018-06-18,R8/2018,6.61,6.5,0.36,6.0,8.5,102.0,0
22205,Selic,2018-06-18,R7/2018,6.54,6.5,0.19,6.25,7.75,98.0,0
