,Indicador,Data,Suavizada,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
4897,IPCA,2011-08-30,S,5.46,5.47,0.34,4.55,6.46,,0
4898,IPCA,2011-08-31,N,5.47,5.43,0.35,4.57,6.3,,0
4899,IPCA,2011-08-31,S,5.45,5.45,0.34,4.55,6.47,,0
4900,IPCA,2011-09-01,N,5.52,5.49,0.37,4.57,6.36,,0
4901,IPCA,2011-09-01,S,5.51,5.49,0.37,4.55,6.47,,0
4902,IPCA,2011-09-02,N,5.57,5.53,0.38,4.58,6.36,,0
4903,IPCA,2011-09-02,S,5.56,5.53,0.37,4.55,6.48,,0
4904,IPCA,2011-09-05,N,5.58,5.53,0.38,4.58,6.61,,0
4905,IPCA,2011-09-05,S,5.56,5.53,0.38,4.55,6.75,,0
4906,IPCA,2011-09-06,N,5.6,5.58,0.39,4.55,6.65,,0
4907,IPCA,2011-09-06,S,5.58,5.58,0.37,4.55,6.33,,0
4908,IPCA,2011-09-08,N,5.61,5.65,0.39,4.55,6.42,,0
4909,IPCA,2011-09-08,S,5.6,5.64,0.38,4.55,6.38,,0
4910,IPCA,2011-09-09,N,5.64,5.67,0.4,4.55,6.42,,0
4911,IPCA,2011-09-09,S,5.62,5.66,0.39,4.56,6.37,,0
4912,IPCA,2011-09-12,N,5.67,5.71,0.38,4.55,6.42,,0
4913,IPCA,2011-09-12,S,5.65,5.69,0.38,4.56,6.37,,0
4914,IPCA,2011-09-13,N,5.68,5.72,0.38,4.55,6.42,,0
4915,IPCA,2011-09-13,S,5.65,5.68,0.38,4.57,6.36,,0
4916,IPCA,2011-09-14,N,5.69,5.72,0.38,4.55,6.42,,0
4917,IPCA,2011-09-14,S,5.65,5.7,0.37,4.57,6.36,,0
4918,IPCA,2011-09-15,N,5.7,5.74,0.38,4.55,6.42,,0
4919,IPCA,2011-09-15,S,5.66,5.71,0.37,4.57,6.36,,0
4920,IPCA,2011-09-16,N,5.71,5.75,0.37,4.55,6.42,,0
4921,IPCA,2011-09-16,S,5.67,5.71,0.37,4.57,6.36,,0
4922,IPCA,2011-09-19,N,5.75,5.78,0.36,4.59,6.62,,0
4923,IPCA,2011-09-19,S,5.68,5.71,0.35,4.58,6.43,,0
4924,IPCA,2011-09-20,N,5.77,5.8,0.38,4.59,6.72,,0
4925,IPCA,2011-09-20,S,5.7,5.72,0.37,4.58,6.72,,0
4926,IPCA,2011-09-21,N,5.77,5.8,0.38,4.59,6.72,,0
4927,IPCA,2011-09-21,S,5.7,5.71,0.37,4.58,6.72,,0
4928,IPCA,2011-09-22,N,5.77,5.8,0.38,4.59,6.72,,0
4929,IPCA,2011-09-22,S,5.69,5.71,0.37,4.58,6.72,,0
4930,IPCA,2011-09-23,N,5.78,5.82,0.38,4.59,6.72,,0
4931,IPCA,2011-09-23,S,5.7,5.76,0.37,4.58,6.72,,0
4932,IPCA,2011-09-26,N,5.79,5.83,0.38,4.59,6.72,,0
4933,IPCA,2011-09-26,S,5.68,5.74,0.37,4.57,6.72,,0
4934,IPCA,2011-09-27,N,5.79,5.85,0.38,4.59,6.72,,0
4935,IPCA,2011-09-27,S,5.68,5.74,0.37,4.57,6.72,,0
4936,IPCA,2011-09-28,N,5.79,5.84,0.38,4.59,6.66,,0
4937,IPCA,2011-09-28,S,5.68,5.71,0.37,4.56,6.66,,0
4938,IPCA,2011-09-29,N,5.79,5.84,0.38,4.59,6.66,,0
4939,IPCA,2011-09-29,S,5.67,5.7,0.37,4.56,6.66,,0
4940,IPCA,2011-09-30,N,5.8,5.84,0.38,4.59,6.66,,0
4941,IPCA,2011-09-30,S,5.67,5.71,0.37,4.56,6.66,,0
4942,IPCA,2011-10-03,N,5.81,5.84,0.36,4.59,6.66,,0
4943,IPCA,2011-10-03,S,5.67,5.7,0.35,4.57,6.66,,0
4944,IPCA,2011-10-04,N,5.79,5.82,0.38,4.59,6.66,,0
4945,IPCA,2011-10-04,S,5.65,5.68,0.37,4.52,6.66,,0
4946,IPCA,2011-10-05,N,5.79,5.82,0.38,4.59,6.66,,0
4947,IPCA,2011-10-05,S,5.64,5.68,0.37,4.51,6.66,,0
4948,IPCA,2011-10-06,N,5.79,5.83,0.38,4.59,6.66,,0
4949,IPCA,2011-10-06,S,5.63,5.68,0.37,4.5,6.66,,0
4950,IPCA,2011-10-07,N,5.63,5.69,0.38,4.5,6.47,,0
4951,IPCA,2011-10-07,S,5.63,5.69,0.38,4.5,6.47,,0
4952,IPCA,2011-10-10,N,5.63,5.68,0.38,4.5,6.54,,0
4953,IPCA,2011-10-10,S,5.63,5.69,0.38,4.5,6.54,,0
4954,IPCA,2011-10-11,N,5.65,5.69,0.4,4.5,6.6,,0
4955,IPCA,2011-10-11,S,5.65,5.69,0.4,4.5,6.61,,0
4956,IPCA,2011-10-13,N,5.64,5.68,0.41,4.5,6.6,,0
4957,IPCA,2011-10-13,S,5.63,5.69,0.41,4.5,6.61,,0
4958,IPCA,2011-10-14,N,5.64,5.68,0.41,4.5,6.6,,0
4959,IPCA,2011-10-14,S,5.64,5.68,0.41,4.5,6.61,,0
4960,IPCA,2011-10-17,N,5.64,5.66,0.41,4.5,6.55,,0
4961,IPCA,2011-10-17,S,5.63,5.66,0.4,4.5,6.57,,0
4962,IPCA,2011-10-18,N,5.64,5.66,0.4,4.5,6.54,,0
4963,IPCA,2011-10-18,S,5.63,5.64,0.4,4.5,6.54,,0
4964,IPCA,2011-10-19,N,5.6,5.65,0.37,4.5,6.43,,0
4965,IPCA,2011-10-19,S,5.6,5.64,0.36,4.5,6.41,,0
4966,IPCA,2011-10-20,N,5.59,5.64,0.37,4.5,6.43,,0
4967,IPCA,2011-10-20,S,5.59,5.64,0.36,4.5,6.41,,0
4968,IPCA,2011-10-21,N,5.59,5.64,0.37,4.5,6.43,,0
4969,IPCA,2011-10-21,S,5.59,5.64,0.36,4.5,6.41,,0
4970,IPCA,2011-10-24,N,5.59,5.64,0.37,4.5,6.43,,0
4971,IPCA,2011-10-24,S,5.59,5.65,0.36,4.51,6.4,,0
4972,IPCA,2011-10-25,N,5.59,5.64,0.37,4.5,6.43,,0
4973,IPCA,2011-10-25,S,5.59,5.65,0.36,4.51,6.4,,0
4974,IPCA,2011-10-26,N,5.57,5.63,0.35,4.5,6.2,,0
4975,IPCA,2011-10-26,S,5.58,5.65,0.35,4.51,6.21,,0
4976,IPCA,2011-10-27,N,5.57,5.64,0.35,4.5,6.2,,0
4977,IPCA,2011-10-27,S,5.58,5.65,0.34,4.51,6.21,,0
4978,IPCA,2011-10-28,N,5.57,5.62,0.35,4.5,6.2,,0
4979,IPCA,2011-10-28,S,5.57,5.62,0.34,4.51,6.21,,0
4980,IPCA,2011-10-31,N,5.56,5.62,0.35,4.5,6.2,,0
4981,IPCA,2011-10-31,S,5.57,5.62,0.34,4.51,6.21,,0
4982,IPCA,2011-11-01,N,5.56,5.62,0.35,4.5,6.2,,0
4983,IPCA,2011-11-01,S,5.57,5.63,0.34,4.51,6.21,,0
4984,IPCA,2011-11-03,N,5.56,5.62,0.35,4.5,6.2,,0
4985,IPCA,2011-11-03,S,5.57,5.63,0.34,4.51,6.21,,0
4986,IPCA,2011-11-04,N,5.55,5.62,0.34,4.56,6.2,,0
4987,IPCA,2011-11-04,S,5.56,5.63,0.33,4.52,6.22,,0
4988,IPCA,2011-11-07,N,5.55,5.62,0.34,4.56,6.2,,0
4989,IPCA,2011-11-07,S,5.56,5.62,0.33,4.51,6.22,,0
4990,IPCA,2011-11-08,N,5.56,5.61,0.33,4.56,6.2,,0
4991,IPCA,2011-11-08,S,5.57,5.62,0.32,4.51,6.22,,0
4992,IPCA,2011-11-09,N,5.56,5.61,0.32,4.56,6.08,,0
4993,IPCA,2011-11-09,S,5.56,5.62,0.32,4.51,6.09,,0
4994,IPCA,2011-11-10,N,5.56,5.61,0.32,4.56,6.08,,0
4995,IPCA,2011-11-10,S,5.56,5.62,0.32,4.51,6.09,,0
4996,IPCA,2011-11-11,N,5.56,5.62,0.32,4.51,6.08,,0
4997,IPCA,2011-11-11,S,5.57,5.62,0.32,4.51,6.08,,0
4998,IPCA,2011-11-14,N,5.57,5.62,0.3,4.51,6.08,,0
4999,IPCA,2011-11-14,S,5.58,5.62,0.3,4.51,6.08,,0
5000,IPCA,2011-11-16,N,5.57,5.63,0.3,4.51,6.08,,0
5001,IPCA,2011-11-16,S,5.57,5.63,0.29,4.51,6.08,,0
5002,IPCA,2011-11-17,N,5.57,5.63,0.3,4.51,6.08,,0
5003,IPCA,2011-11-17,S,5.58,5.63,0.3,4.52,6.08,,0
5004,IPCA,2011-11-18,N,5.55,5.62,0.31,4.51,6.08,,0
5005,IPCA,2011-11-18,S,5.56,5.62,0.31,4.52,6.08,,0
5006,IPCA,2011-11-21,N,5.56,5.61,0.31,4.51,6.08,,0
5007,IPCA,2011-11-21,S,5.56,5.6,0.3,4.52,6.12,,0
5008,IPCA,2011-11-22,N,5.56,5.6,0.3,4.51,6.06,,0
5009,IPCA,2011-11-22,S,5.55,5.57,0.3,4.52,6.12,,0
5010,IPCA,2011-11-23,N,5.57,5.6,0.31,4.51,6.26,,0
5011,IPCA,2011-11-23,S,5.56,5.59,0.31,4.52,6.15,,0
5012,IPCA,2011-11-24,N,5.57,5.6,0.31,4.51,6.26,,0
5013,IPCA,2011-11-24,S,5.56,5.58,0.31,4.52,6.14,,0
5014,IPCA,2011-11-25,N,5.57,5.61,0.31,4.51,6.26,,0
5015,IPCA,2011-11-25,S,5.56,5.58,0.31,4.52,6.14,,0
5016,IPCA,2011-11-28,N,5.56,5.6,0.32,4.51,6.26,,0
5017,IPCA,2011-11-28,S,5.56,5.58,0.31,4.52,6.16,,0
5018,IPCA,2011-11-29,N,5.55,5.6,0.32,4.51,6.26,,0
5019,IPCA,2011-11-29,S,5.55,5.58,0.31,4.52,6.16,,0
5020,IPCA,2011-11-30,N,5.53,5.56,0.31,4.61,6.26,,0
5021,IPCA,2011-11-30,S,5.52,5.54,0.31,4.55,6.09,,0
5022,IPCA,2011-12-01,N,5.49,5.52,0.31,4.61,6.26,,0
5023,IPCA,2011-12-01,S,5.48,5.48,0.31,4.55,6.09,,0
5024,IPCA,2011-12-02,N,5.48,5.49,0.31,4.61,6.26,,0
5025,IPCA,2011-12-02,S,5.47,5.47,0.31,4.55,6.08,,0
5026,IPCA,2011-12-05,N,5.46,5.46,0.31,4.61,6.26,,0
5027,IPCA,2011-12-05,S,5.45,5.46,0.3,4.54,6.05,,0
5028,IPCA,2011-12-06,N,5.46,5.46,0.31,4.61,6.26,,0
5029,IPCA,2011-12-06,S,5.44,5.45,0.3,4.53,6.05,,0
5030,IPCA,2011-12-07,N,5.46,5.46,0.31,4.61,6.23,,0
5031,IPCA,2011-12-07,S,5.44,5.45,0.31,4.53,6.04,,0
5032,IPCA,2011-12-08,N,5.42,5.45,0.31,4.53,6.04,,0
5033,IPCA,2011-12-08,S,5.43,5.45,0.31,4.53,6.04,,0
5034,IPCA,2011-12-09,N,5.42,5.45,0.31,4.53,6.04,,0
5035,IPCA,2011-12-09,S,5.42,5.44,0.31,4.53,6.04,,0
5036,IPCA,2011-12-12,N,5.42,5.45,0.3,4.53,6.04,,0
5037,IPCA,2011-12-12,S,5.42,5.43,0.3,4.53,6.03,,0
5038,IPCA,2011-12-13,N,5.41,5.43,0.3,4.53,6.11,,0
5039,IPCA,2011-12-13,S,5.41,5.42,0.29,4.53,6.09,,0
5040,IPCA,2011-12-14,N,5.4,5.43,0.29,4.53,6.11,,0
5041,IPCA,2011-12-14,S,5.4,5.42,0.29,4.53,6.09,,0
5042,IPCA,2011-12-15,N,5.4,5.4,0.29,4.53,6.11,,0
5043,IPCA,2011-12-15,S,5.4,5.41,0.29,4.53,6.08,,0
5044,IPCA,2011-12-16,N,5.39,5.4,0.29,4.53,6.11,,0
5045,IPCA,2011-12-16,S,5.38,5.4,0.29,4.53,6.08,,0
5046,IPCA,2011-12-19,N,5.38,5.42,0.26,4.62,6.11,,0
5047,IPCA,2011-12-19,S,5.37,5.39,0.26,4.6,6.07,,0
5048,IPCA,2011-12-20,N,5.36,5.38,0.24,4.62,5.92,,0
5049,IPCA,2011-12-20,S,5.35,5.38,0.23,4.6,5.93,,0
5050,IPCA,2011-12-21,N,5.36,5.38,0.24,4.62,5.92,,0
5051,IPCA,2011-12-21,S,5.34,5.35,0.25,4.6,5.94,,0
5052,IPCA,2011-12-22,N,5.35,5.34,0.24,4.62,5.92,,0
5053,IPCA,2011-12-22,S,5.33,5.33,0.25,4.6,5.94,,0
5054,IPCA,2011-12-23,N,5.35,5.34,0.25,4.62,5.92,,0
5055,IPCA,2011-12-23,S,5.33,5.33,0.25,4.59,5.95,,0
5056,IPCA,2011-12-26,N,5.35,5.33,0.25,4.62,5.92,,0
5057,IPCA,2011-12-26,S,5.32,5.32,0.25,4.58,5.96,,0
5058,IPCA,2011-12-27,N,5.35,5.33,0.25,4.62,5.92,,0
5059,IPCA,2011-12-27,S,5.32,5.32,0.25,4.57,5.96,,0
5060,IPCA,2011-12-28,N,5.34,5.33,0.25,4.62,5.92,,0
5061,IPCA,2011-12-28,S,5.32,5.32,0.25,4.57,5.97,,0
5062,IPCA,2011-12-29,N,5.35,5.33,0.25,4.62,5.92,,0
5063,IPCA,2011-12-29,S,5.32,5.31,0.25,4.59,5.97,,0
5064,IPCA,2011-12-30,N,5.35,5.35,0.25,4.62,5.92,,0
5065,IPCA,2011-12-30,S,5.33,5.33,0.25,4.58,5.97,,0
5066,IPCA,2012-01-02,N,5.36,5.35,0.24,4.62,5.92,,0
5067,IPCA,2012-01-02,S,5.32,5.34,0.25,4.58,5.99,,0
5068,IPCA,2012-01-03,N,5.36,5.37,0.25,4.62,5.92,,0
5069,IPCA,2012-01-03,S,5.32,5.34,0.25,4.58,5.99,,0
5070,IPCA,2012-01-04,N,5.36,5.36,0.25,4.62,5.92,,0
5071,IPCA,2012-01-04,S,5.32,5.33,0.25,4.57,5.99,,0
5072,IPCA,2012-01-05,N,5.36,5.36,0.25,4.62,5.92,,0
5073,IPCA,2012-01-05,S,5.32,5.33,0.25,4.57,6.0,,0
5074,IPCA,2012-01-06,N,5.32,5.31,0.28,4.5,6.0,,0
5075,IPCA,2012-01-06,S,5.34,5.38,0.28,4.57,6.0,,0
5076,IPCA,2012-01-09,N,5.32,5.3,0.27,4.5,6.0,,0
5077,IPCA,2012-01-09,S,5.33,5.36,0.27,4.57,6.0,,0
5078,IPCA,2012-01-10,N,5.32,5.3,0.28,4.5,6.0,,0
5079,IPCA,2012-01-10,S,5.32,5.34,0.28,4.57,6.0,,0
5080,IPCA,2012-01-11,N,5.32,5.3,0.27,4.5,6.0,,0
5081,IPCA,2012-01-11,S,5.32,5.34,0.27,4.56,6.0,,0
5082,IPCA,2012-01-12,N,5.31,5.3,0.28,4.39,6.0,,0
5083,IPCA,2012-01-12,S,5.32,5.33,0.28,4.41,6.0,,0
5084,IPCA,2012-01-13,N,5.31,5.3,0.28,4.39,6.0,,0
5085,IPCA,2012-01-13,S,5.31,5.32,0.28,4.42,6.0,,0
5086,IPCA,2012-01-16,N,5.31,5.29,0.28,4.39,6.0,,0
5087,IPCA,2012-01-16,S,5.32,5.33,0.28,4.43,6.0,,0
5088,IPCA,2012-01-17,N,5.31,5.3,0.28,4.39,6.0,,0
5089,IPCA,2012-01-17,S,5.32,5.34,0.28,4.43,6.0,,0
5090,IPCA,2012-01-18,N,5.3,5.29,0.28,4.3,6.0,,0
5091,IPCA,2012-01-18,S,5.31,5.31,0.28,4.44,6.0,,0
5092,IPCA,2012-01-19,N,5.29,5.29,0.28,4.3,6.0,,0
5093,IPCA,2012-01-19,S,5.3,5.31,0.28,4.44,6.0,,0
5094,IPCA,2012-01-20,N,5.29,5.29,0.27,4.3,6.0,,0
5095,IPCA,2012-01-20,S,5.29,5.3,0.28,4.44,6.0,,0
5096,IPCA,2012-01-23,N,5.28,5.27,0.27,4.3,6.02,,0
5097,IPCA,2012-01-23,S,5.29,5.29,0.27,4.46,5.83,,0
5098,IPCA,2012-01-24,N,5.29,5.27,0.28,4.3,6.02,,0
5099,IPCA,2012-01-24,S,5.29,5.29,0.27,4.46,5.87,,0
5100,IPCA,2012-01-25,N,5.28,5.27,0.28,4.3,6.02,,0
5101,IPCA,2012-01-25,S,5.29,5.29,0.27,4.46,5.87,,0
5102,IPCA,2012-01-26,N,5.29,5.28,0.26,4.3,6.02,,0
5103,IPCA,2012-01-26,S,5.31,5.3,0.25,4.67,5.87,,0
5104,IPCA,2012-01-27,N,5.29,5.28,0.26,4.3,6.02,,0
5105,IPCA,2012-01-27,S,5.3,5.3,0.25,4.67,5.9,,0
5106,IPCA,2012-01-30,N,5.29,5.29,0.26,4.3,6.02,,0
5107,IPCA,2012-01-30,S,5.31,5.31,0.25,4.68,5.91,,0
5108,IPCA,2012-01-31,N,5.3,5.29,0.26,4.3,6.02,,0
5109,IPCA,2012-01-31,S,5.31,5.31,0.25,4.68,5.91,,0
5110,IPCA,2012-02-01,N,5.29,5.29,0.26,4.3,6.02,,0
5111,IPCA,2012-02-01,S,5.31,5.31,0.25,4.68,5.92,,0
5112,IPCA,2012-02-02,N,5.29,5.29,0.27,4.3,6.02,,0
5113,IPCA,2012-02-02,S,5.31,5.31,0.26,4.68,5.92,,0
5114,IPCA,2012-02-03,N,5.29,5.29,0.26,4.3,6.02,,0
5115,IPCA,2012-02-03,S,5.31,5.3,0.26,4.68,5.93,,0
5116,IPCA,2012-02-06,N,5.29,5.29,0.26,4.3,6.02,,0
5117,IPCA,2012-02-06,S,5.31,5.3,0.26,4.69,5.94,,0
5118,IPCA,2012-02-07,N,5.29,5.29,0.26,4.3,6.02,,0
5119,IPCA,2012-02-07,S,5.31,5.3,0.26,4.69,5.95,,0
5120,IPCA,2012-02-08,N,5.28,5.28,0.26,4.3,6.02,,0
5121,IPCA,2012-02-08,S,5.31,5.3,0.27,4.7,5.95,,0
5122,IPCA,2012-02-09,N,5.28,5.27,0.26,4.3,6.02,,0
5123,IPCA,2012-02-09,S,5.31,5.29,0.27,4.7,5.96,,0
5124,IPCA,2012-02-10,N,5.31,5.29,0.27,4.7,5.96,,0
5125,IPCA,2012-02-10,S,5.31,5.3,0.27,4.69,5.97,,0
5126,IPCA,2012-02-13,N,5.31,5.29,0.27,4.7,5.96,,0
5127,IPCA,2012-02-13,S,5.31,5.3,0.28,4.69,6.0,,0
5128,IPCA,2012-02-14,N,5.31,5.3,0.26,4.7,5.96,,0
5129,IPCA,2012-02-14,S,5.32,5.31,0.27,4.68,6.01,,0
5130,IPCA,2012-02-15,N,5.3,5.29,0.26,4.7,5.96,,0
5131,IPCA,2012-02-15,S,5.32,5.29,0.27,4.68,6.02,,0
5132,IPCA,2012-02-16,N,5.27,5.27,0.25,4.58,5.88,,0
5133,IPCA,2012-02-16,S,5.29,5.27,0.26,4.6,5.93,,0
5134,IPCA,2012-02-17,N,5.27,5.27,0.24,4.58,5.88,,0
5135,IPCA,2012-02-17,S,5.3,5.27,0.26,4.61,5.94,,0
5136,IPCA,2012-02-22,N,5.27,5.27,0.24,4.58,5.88,,0
5137,IPCA,2012-02-22,S,5.32,5.3,0.27,4.62,6.0,,0
5138,IPCA,2012-02-23,N,5.27,5.25,0.25,4.58,5.88,,0
5139,IPCA,2012-02-23,S,5.32,5.29,0.28,4.62,6.01,,0
5140,IPCA,2012-02-24,N,5.24,5.24,0.24,4.58,5.88,,0
5141,IPCA,2012-02-24,S,5.3,5.28,0.27,4.63,6.03,,0
5142,IPCA,2012-02-27,N,5.26,5.24,0.24,4.58,5.88,,0
5143,IPCA,2012-02-27,S,5.33,5.29,0.28,4.64,6.07,,0
5144,IPCA,2012-02-28,N,5.26,5.24,0.24,4.58,5.88,,0
5145,IPCA,2012-02-28,S,5.34,5.29,0.28,4.64,6.08,,0
5146,IPCA,2012-02-29,N,5.26,5.24,0.24,4.58,5.88,,0
5147,IPCA,2012-02-29,S,5.34,5.3,0.28,4.64,6.1,,0
5148,IPCA,2012-03-01,N,5.26,5.24,0.24,4.58,5.88,,0
5149,IPCA,2012-03-01,S,5.35,5.32,0.28,4.65,6.11,,0
5150,IPCA,2012-03-02,N,5.26,5.26,0.24,4.58,5.88,,0
5151,IPCA,2012-03-02,S,5.36,5.31,0.29,4.65,6.12,,0
5152,IPCA,2012-03-05,N,5.27,5.28,0.24,4.58,5.88,,0
5153,IPCA,2012-03-05,S,5.38,5.33,0.3,4.66,6.17,,0
5154,IPCA,2012-03-06,N,5.27,5.28,0.24,4.58,5.88,,0
5155,IPCA,2012-03-06,S,5.38,5.34,0.3,4.66,6.18,,0
5156,IPCA,2012-03-07,N,5.27,5.29,0.25,4.58,5.88,,0
5157,IPCA,2012-03-07,S,5.39,5.33,0.31,4.66,6.19,,0
5158,IPCA,2012-03-08,N,5.3,5.3,0.25,4.81,6.06,,0
5159,IPCA,2012-03-08,S,5.43,5.38,0.32,4.89,6.33,,0
5160,IPCA,2012-03-09,N,5.43,5.37,0.31,4.87,6.33,,0
5161,IPCA,2012-03-09,S,5.43,5.36,0.31,4.88,6.33,,0
5162,IPCA,2012-03-12,N,5.44,5.38,0.31,4.87,6.33,,0
5163,IPCA,2012-03-12,S,5.44,5.37,0.32,4.89,6.34,,0
5164,IPCA,2012-03-13,N,5.44,5.39,0.31,4.87,6.33,,0
5165,IPCA,2012-03-13,S,5.45,5.37,0.32,4.89,6.35,,0
5166,IPCA,2012-03-14,N,5.45,5.39,0.32,4.87,6.33,,0
5167,IPCA,2012-03-14,S,5.45,5.37,0.33,4.89,6.35,,0
5168,IPCA,2012-03-15,N,5.44,5.39,0.31,4.87,6.33,,0
5169,IPCA,2012-03-15,S,5.45,5.39,0.32,4.89,6.36,,0
5170,IPCA,2012-03-16,N,5.43,5.38,0.33,4.66,6.33,,0
5171,IPCA,2012-03-16,S,5.44,5.37,0.34,4.66,6.36,,0
5172,IPCA,2012-03-19,N,5.44,5.38,0.34,4.66,6.33,,0
5173,IPCA,2012-03-19,S,5.45,5.39,0.36,4.66,6.38,,0
5174,IPCA,2012-03-20,N,5.43,5.38,0.33,4.66,6.21,,0
5175,IPCA,2012-03-20,S,5.45,5.39,0.34,4.66,6.26,,0
5176,IPCA,2012-03-21,N,5.45,5.39,0.35,4.68,6.28,,0
5177,IPCA,2012-03-21,S,5.46,5.39,0.36,4.68,6.36,,0
5178,IPCA,2012-03-22,N,5.45,5.4,0.35,4.68,6.28,,0
5179,IPCA,2012-03-22,S,5.47,5.4,0.37,4.68,6.37,,0
5180,IPCA,2012-03-23,N,5.45,5.4,0.35,4.68,6.28,,0
5181,IPCA,2012-03-23,S,5.47,5.41,0.36,4.68,6.38,,0
5182,IPCA,2012-03-26,N,5.45,5.4,0.35,4.68,6.28,,0
5183,IPCA,2012-03-26,S,5.48,5.41,0.37,4.68,6.4,,0
5184,IPCA,2012-03-27,N,5.45,5.4,0.35,4.68,6.28,,0
5185,IPCA,2012-03-27,S,5.49,5.41,0.37,4.68,6.4,,0
5186,IPCA,2012-03-28,N,5.44,5.38,0.34,4.68,6.28,,0
5187,IPCA,2012-03-28,S,5.48,5.4,0.36,4.68,6.41,,0
5188,IPCA,2012-03-29,N,5.44,5.38,0.34,4.68,6.28,,0
5189,IPCA,2012-03-29,S,5.49,5.41,0.36,4.78,6.41,,0
5190,IPCA,2012-03-30,N,5.43,5.38,0.34,4.68,6.28,,0
5191,IPCA,2012-03-30,S,5.49,5.4,0.37,4.78,6.42,,0
5192,IPCA,2012-04-02,N,5.42,5.37,0.34,4.68,6.28,,0
5193,IPCA,2012-04-02,S,5.49,5.43,0.37,4.78,6.44,,0
5194,IPCA,2012-04-03,N,5.42,5.37,0.33,4.68,6.28,,0
5195,IPCA,2012-04-03,S,5.49,5.43,0.37,4.78,6.45,,0
5196,IPCA,2012-04-04,N,5.42,5.37,0.33,4.68,6.28,,0
5197,IPCA,2012-04-04,S,5.5,5.44,0.37,4.78,6.45,,0
5198,IPCA,2012-04-05,N,5.5,5.44,0.37,4.83,6.45,,0
5199,IPCA,2012-04-05,S,5.5,5.44,0.37,4.83,6.45,,0
5200,IPCA,2012-04-09,N,5.51,5.46,0.36,4.83,6.45,,0
5201,IPCA,2012-04-09,S,5.51,5.45,0.36,4.84,6.47,,0
5202,IPCA,2012-04-10,N,5.51,5.46,0.36,4.83,6.45,,0
5203,IPCA,2012-04-10,S,5.5,5.45,0.36,4.84,6.47,,0
5204,IPCA,2012-04-11,N,5.51,5.46,0.36,4.83,6.45,,0
5205,IPCA,2012-04-11,S,5.51,5.45,0.36,4.84,6.47,,0
5206,IPCA,2012-04-12,N,5.52,5.48,0.36,4.83,6.45,,0
5207,IPCA,2012-04-12,S,5.52,5.47,0.36,4.84,6.47,,0
5208,IPCA,2012-04-13,N,5.53,5.48,0.37,4.83,6.64,,0
5209,IPCA,2012-04-13,S,5.52,5.47,0.38,4.84,6.63,,0
5210,IPCA,2012-04-16,N,5.53,5.48,0.38,4.58,6.64,,0
5211,IPCA,2012-04-16,S,5.52,5.46,0.39,4.61,6.62,,0
5212,IPCA,2012-04-17,N,5.53,5.48,0.38,4.58,6.64,,0
5213,IPCA,2012-04-17,S,5.52,5.45,0.38,4.61,6.62,,0
5214,IPCA,2012-04-18,N,5.53,5.48,0.38,4.58,6.64,,0
5215,IPCA,2012-04-18,S,5.52,5.45,0.38,4.61,6.62,,0
5216,IPCA,2012-04-19,N,5.53,5.48,0.38,4.58,6.64,,0
5217,IPCA,2012-04-19,S,5.52,5.45,0.38,4.61,6.62,,0
5218,IPCA,2012-04-20,N,5.54,5.48,0.37,4.58,6.64,,0
5219,IPCA,2012-04-20,S,5.52,5.47,0.38,4.61,6.62,,0
5220,IPCA,2012-04-23,N,5.53,5.53,0.37,4.51,6.61,,0
5221,IPCA,2012-04-23,S,5.51,5.52,0.38,4.45,6.6,,0
5222,IPCA,2012-04-24,N,5.53,5.54,0.37,4.51,6.61,,0
5223,IPCA,2012-04-24,S,5.51,5.52,0.38,4.44,6.6,,0
5224,IPCA,2012-04-25,N,5.54,5.55,0.37,4.51,6.61,,0
5225,IPCA,2012-04-25,S,5.51,5.52,0.38,4.44,6.6,,0
5226,IPCA,2012-04-26,N,5.54,5.55,0.37,4.51,6.61,,0
5227,IPCA,2012-04-26,S,5.51,5.52,0.38,4.44,6.6,,0
5228,IPCA,2012-04-27,N,5.55,5.56,0.36,4.51,6.61,,0
5229,IPCA,2012-04-27,S,5.52,5.53,0.36,4.43,6.6,,0
5230,IPCA,2012-04-30,N,5.57,5.58,0.36,4.51,6.61,,0
5231,IPCA,2012-04-30,S,5.53,5.54,0.37,4.42,6.59,,0
5232,IPCA,2012-05-02,N,5.57,5.58,0.36,4.51,6.61,,0
5233,IPCA,2012-05-02,S,5.53,5.54,0.37,4.42,6.59,,0
5234,IPCA,2012-05-03,N,5.57,5.58,0.36,4.51,6.61,,0
5235,IPCA,2012-05-03,S,5.52,5.54,0.37,4.41,6.59,,0
5236,IPCA,2012-05-04,N,5.57,5.57,0.37,4.52,6.61,,0
5237,IPCA,2012-05-04,S,5.52,5.53,0.37,4.42,6.59,,0
5238,IPCA,2012-05-07,N,5.58,5.59,0.36,4.52,6.61,,0
5239,IPCA,2012-05-07,S,5.52,5.53,0.37,4.41,6.59,,0
5240,IPCA,2012-05-08,N,5.6,5.59,0.36,4.52,6.61,,0
5241,IPCA,2012-05-08,S,5.53,5.53,0.37,4.41,6.59,,0
5242,IPCA,2012-05-09,N,5.55,5.53,0.37,4.41,6.59,,0
5243,IPCA,2012-05-09,S,5.55,5.53,0.37,4.4,6.59,,0
5244,IPCA,2012-05-10,N,5.55,5.53,0.39,4.41,6.59,,0
