,Indicador,Data,Suavizada,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
4549,IPCA,2010-12-22,S,5.4,5.42,0.39,4.37,6.52,,0
4550,IPCA,2010-12-23,N,5.52,5.52,0.4,4.5,6.53,,0
4551,IPCA,2010-12-23,S,5.41,5.39,0.4,4.36,6.52,,0
4552,IPCA,2010-12-24,N,5.52,5.51,0.39,4.5,6.53,,0
4553,IPCA,2010-12-24,S,5.4,5.39,0.4,4.35,6.52,,0
4554,IPCA,2010-12-27,N,5.51,5.51,0.39,4.5,6.53,,0
4555,IPCA,2010-12-27,S,5.38,5.37,0.4,4.32,6.52,,0
4556,IPCA,2010-12-28,N,5.52,5.53,0.39,4.5,6.53,,0
4557,IPCA,2010-12-28,S,5.38,5.38,0.41,4.32,6.52,,0
4558,IPCA,2010-12-29,N,5.52,5.53,0.39,4.5,6.53,,0
4559,IPCA,2010-12-29,S,5.38,5.36,0.4,4.31,6.52,,0
4560,IPCA,2010-12-30,N,5.52,5.51,0.39,4.5,6.53,,0
4561,IPCA,2010-12-30,S,5.37,5.35,0.41,4.3,6.52,,0
4562,IPCA,2010-12-31,N,5.52,5.51,0.39,4.5,6.53,,0
4563,IPCA,2010-12-31,S,5.37,5.35,0.41,4.29,6.52,,0
4564,IPCA,2011-01-03,N,5.53,5.53,0.39,4.5,6.53,,0
4565,IPCA,2011-01-03,S,5.36,5.32,0.41,4.26,6.52,,0
4566,IPCA,2011-01-04,N,5.53,5.53,0.39,4.5,6.53,,0
4567,IPCA,2011-01-04,S,5.36,5.32,0.42,4.25,6.52,,0
4568,IPCA,2011-01-05,N,5.53,5.53,0.39,4.5,6.53,,0
4569,IPCA,2011-01-05,S,5.35,5.31,0.42,4.25,6.52,,0
4570,IPCA,2011-01-06,N,5.53,5.53,0.39,4.5,6.5,,0
4571,IPCA,2011-01-06,S,5.34,5.31,0.42,4.24,6.5,,0
4572,IPCA,2011-01-07,N,5.39,5.34,0.42,4.24,6.49,,0
4573,IPCA,2011-01-07,S,5.38,5.35,0.42,4.53,6.49,,0
4574,IPCA,2011-01-10,N,5.4,5.35,0.42,4.41,6.49,,0
4575,IPCA,2011-01-10,S,5.39,5.37,0.43,4.53,6.48,,0
4576,IPCA,2011-01-11,N,5.41,5.38,0.41,4.53,6.49,,0
4577,IPCA,2011-01-11,S,5.39,5.37,0.42,4.53,6.48,,0
4578,IPCA,2011-01-12,N,5.42,5.38,0.41,4.53,6.62,,0
4579,IPCA,2011-01-12,S,5.4,5.37,0.43,4.53,6.62,,0
4580,IPCA,2011-01-13,N,5.43,5.38,0.41,4.53,6.62,,0
4581,IPCA,2011-01-13,S,5.41,5.4,0.45,4.53,6.62,,0
4582,IPCA,2011-01-14,N,5.47,5.42,0.42,4.53,6.62,,0
4583,IPCA,2011-01-14,S,5.46,5.47,0.44,4.53,6.62,,0
4584,IPCA,2011-01-17,N,5.5,5.47,0.43,4.53,6.62,,0
4585,IPCA,2011-01-17,S,5.48,5.46,0.45,4.53,6.63,,0
4586,IPCA,2011-01-18,N,5.52,5.5,0.41,4.7,6.64,,0
4587,IPCA,2011-01-18,S,5.49,5.47,0.44,4.65,6.63,,0
4588,IPCA,2011-01-19,N,5.53,5.5,0.41,4.7,6.64,,0
4589,IPCA,2011-01-19,S,5.48,5.46,0.44,4.64,6.63,,0
4590,IPCA,2011-01-20,N,5.55,5.53,0.42,4.72,6.64,,0
4591,IPCA,2011-01-20,S,5.5,5.49,0.44,4.7,6.63,,0
4592,IPCA,2011-01-21,N,5.56,5.53,0.41,4.72,6.64,,0
4593,IPCA,2011-01-21,S,5.51,5.49,0.43,4.69,6.63,,0
4594,IPCA,2011-01-24,N,5.61,5.55,0.4,4.68,6.64,,0
4595,IPCA,2011-01-24,S,5.52,5.5,0.42,4.67,6.62,,0
4596,IPCA,2011-01-25,N,5.63,5.57,0.4,4.68,6.75,,0
4597,IPCA,2011-01-25,S,5.53,5.51,0.43,4.67,6.75,,0
4598,IPCA,2011-01-26,N,5.64,5.57,0.4,4.68,6.75,,0
4599,IPCA,2011-01-26,S,5.54,5.51,0.43,4.66,6.75,,0
4600,IPCA,2011-01-27,N,5.64,5.58,0.4,4.68,6.75,,0
4601,IPCA,2011-01-27,S,5.53,5.53,0.44,4.65,6.75,,0
4602,IPCA,2011-01-28,N,5.65,5.64,0.4,4.68,6.75,,0
4603,IPCA,2011-01-28,S,5.53,5.53,0.43,4.64,6.75,,0
4604,IPCA,2011-01-31,N,5.67,5.67,0.39,4.68,6.75,,0
4605,IPCA,2011-01-31,S,5.52,5.51,0.42,4.62,6.75,,0
4606,IPCA,2011-02-01,N,5.68,5.67,0.39,4.8,6.75,,0
4607,IPCA,2011-02-01,S,5.51,5.51,0.42,4.62,6.75,,0
4608,IPCA,2011-02-02,N,5.67,5.65,0.39,4.8,6.67,,0
4609,IPCA,2011-02-02,S,5.5,5.5,0.42,4.61,6.65,,0
4610,IPCA,2011-02-03,N,5.67,5.64,0.4,4.8,6.67,,0
4611,IPCA,2011-02-03,S,5.5,5.48,0.43,4.6,6.65,,0
4612,IPCA,2011-02-04,N,5.69,5.66,0.4,4.8,6.67,,0
4613,IPCA,2011-02-04,S,5.51,5.48,0.43,4.59,6.65,,0
4614,IPCA,2011-02-07,N,5.7,5.67,0.4,4.8,6.7,,0
4615,IPCA,2011-02-07,S,5.49,5.45,0.43,4.57,6.64,,0
4616,IPCA,2011-02-08,N,5.49,5.45,0.43,4.57,6.64,,0
4617,IPCA,2011-02-08,S,5.49,5.45,0.43,4.56,6.64,,0
4618,IPCA,2011-02-09,N,5.51,5.47,0.43,4.57,6.64,,0
4619,IPCA,2011-02-09,S,5.49,5.45,0.44,4.54,6.63,,0
4620,IPCA,2011-02-10,N,5.52,5.48,0.41,4.78,6.64,,0
4621,IPCA,2011-02-10,S,5.49,5.45,0.42,4.75,6.63,,0
4622,IPCA,2011-02-11,N,5.53,5.49,0.4,4.8,6.64,,0
4623,IPCA,2011-02-11,S,5.49,5.46,0.41,4.75,6.63,,0
4624,IPCA,2011-02-14,N,5.55,5.53,0.41,4.8,6.72,,0
4625,IPCA,2011-02-14,S,5.47,5.44,0.42,4.7,6.68,,0
4626,IPCA,2011-02-15,N,5.54,5.53,0.41,4.8,6.72,,0
4627,IPCA,2011-02-15,S,5.46,5.43,0.42,4.68,6.67,,0
4628,IPCA,2011-02-16,N,5.54,5.53,0.4,4.8,6.72,,0
4629,IPCA,2011-02-16,S,5.44,5.42,0.42,4.66,6.67,,0
4630,IPCA,2011-02-17,N,5.54,5.53,0.4,4.8,6.72,,0
4631,IPCA,2011-02-17,S,5.43,5.41,0.41,4.7,6.66,,0
4632,IPCA,2011-02-18,N,5.55,5.53,0.4,4.8,6.72,,0
4633,IPCA,2011-02-18,S,5.43,5.41,0.41,4.69,6.65,,0
4634,IPCA,2011-02-21,N,5.58,5.56,0.39,4.8,6.48,,0
4635,IPCA,2011-02-21,S,5.43,5.38,0.41,4.65,6.4,,0
4636,IPCA,2011-02-22,N,5.58,5.55,0.39,4.8,6.48,,0
4637,IPCA,2011-02-22,S,5.42,5.37,0.41,4.64,6.4,,0
4638,IPCA,2011-02-23,N,5.59,5.55,0.39,4.8,6.48,,0
4639,IPCA,2011-02-23,S,5.41,5.36,0.42,4.63,6.39,,0
4640,IPCA,2011-02-24,N,5.6,5.56,0.38,4.8,6.48,,0
4641,IPCA,2011-02-24,S,5.42,5.35,0.41,4.62,6.39,,0
4642,IPCA,2011-02-25,N,5.61,5.56,0.4,4.93,6.9,,0
4643,IPCA,2011-02-25,S,5.42,5.35,0.43,4.59,6.7,,0
4644,IPCA,2011-02-28,N,5.61,5.55,0.4,4.93,6.9,,0
4645,IPCA,2011-02-28,S,5.38,5.35,0.44,4.53,6.66,,0
4646,IPCA,2011-03-01,N,5.61,5.55,0.4,4.93,6.9,,0
4647,IPCA,2011-03-01,S,5.37,5.35,0.44,4.5,6.65,,0
4648,IPCA,2011-03-02,N,5.61,5.55,0.4,4.93,6.9,,0
4649,IPCA,2011-03-02,S,5.36,5.34,0.44,4.48,6.64,,0
4650,IPCA,2011-03-03,N,5.61,5.55,0.4,4.93,6.9,,0
4651,IPCA,2011-03-03,S,5.35,5.33,0.44,4.46,6.63,,0
4652,IPCA,2011-03-04,N,5.36,5.34,0.44,4.46,6.63,,0
4653,IPCA,2011-03-04,S,5.35,5.34,0.44,4.45,6.63,,0
4654,IPCA,2011-03-09,N,5.37,5.35,0.44,4.46,6.63,,0
4655,IPCA,2011-03-09,S,5.34,5.33,0.44,4.42,6.62,,0
4656,IPCA,2011-03-10,N,5.36,5.34,0.44,4.46,6.63,,0
4657,IPCA,2011-03-10,S,5.34,5.34,0.44,4.41,6.62,,0
4658,IPCA,2011-03-11,N,5.37,5.35,0.44,4.46,6.49,,0
4659,IPCA,2011-03-11,S,5.36,5.35,0.44,4.4,6.48,,0
4660,IPCA,2011-03-14,N,5.37,5.31,0.43,4.53,6.49,,0
4661,IPCA,2011-03-14,S,5.35,5.32,0.43,4.53,6.48,,0
4662,IPCA,2011-03-15,N,5.37,5.31,0.43,4.53,6.49,,0
4663,IPCA,2011-03-15,S,5.35,5.31,0.43,4.53,6.48,,0
4664,IPCA,2011-03-16,N,5.4,5.35,0.42,4.53,6.49,,0
4665,IPCA,2011-03-16,S,5.36,5.31,0.42,4.53,6.47,,0
4666,IPCA,2011-03-17,N,5.4,5.35,0.42,4.53,6.49,,0
4667,IPCA,2011-03-17,S,5.36,5.34,0.42,4.53,6.47,,0
4668,IPCA,2011-03-18,N,5.43,5.43,0.42,4.53,6.5,,0
4669,IPCA,2011-03-18,S,5.39,5.36,0.42,4.53,6.48,,0
4670,IPCA,2011-03-21,N,5.45,5.43,0.43,4.53,6.5,,0
4671,IPCA,2011-03-21,S,5.4,5.35,0.43,4.53,6.48,,0
4672,IPCA,2011-03-22,N,5.53,5.48,0.45,4.53,6.64,,0
4673,IPCA,2011-03-22,S,5.46,5.39,0.43,4.53,6.55,,0
4674,IPCA,2011-03-23,N,5.54,5.49,0.45,4.53,6.64,,0
4675,IPCA,2011-03-23,S,5.46,5.39,0.43,4.53,6.55,,0
4676,IPCA,2011-03-24,N,5.56,5.49,0.44,4.53,6.64,,0
4677,IPCA,2011-03-24,S,5.46,5.45,0.42,4.53,6.54,,0
4678,IPCA,2011-03-25,N,5.56,5.49,0.45,4.53,6.77,,0
4679,IPCA,2011-03-25,S,5.46,5.45,0.43,4.53,6.6,,0
4680,IPCA,2011-03-28,N,5.55,5.49,0.45,4.53,6.77,,0
4681,IPCA,2011-03-28,S,5.43,5.36,0.43,4.53,6.57,,0
4682,IPCA,2011-03-29,N,5.55,5.49,0.45,4.53,6.77,,0
4683,IPCA,2011-03-29,S,5.42,5.35,0.43,4.53,6.57,,0
4684,IPCA,2011-03-30,N,5.57,5.49,0.45,4.53,6.77,,0
4685,IPCA,2011-03-30,S,5.41,5.34,0.43,4.53,6.56,,0
4686,IPCA,2011-03-31,N,5.61,5.56,0.44,4.77,6.77,,0
4687,IPCA,2011-03-31,S,5.44,5.34,0.42,4.61,6.55,,0
4688,IPCA,2011-04-01,N,5.62,5.6,0.44,4.77,6.77,,0
4689,IPCA,2011-04-01,S,5.43,5.35,0.42,4.6,6.54,,0
4690,IPCA,2011-04-04,N,5.63,5.6,0.44,4.77,6.8,,0
4691,IPCA,2011-04-04,S,5.41,5.34,0.42,4.58,6.55,,0
4692,IPCA,2011-04-05,N,5.63,5.6,0.44,4.77,6.8,,0
4693,IPCA,2011-04-05,S,5.4,5.34,0.42,4.57,6.54,,0
4694,IPCA,2011-04-06,N,5.63,5.6,0.44,4.77,6.84,,0
4695,IPCA,2011-04-06,S,5.4,5.34,0.42,4.56,6.58,,0
4696,IPCA,2011-04-07,N,5.42,5.4,0.42,4.56,6.61,,0
4697,IPCA,2011-04-07,S,5.42,5.38,0.42,4.56,6.6,,0
4698,IPCA,2011-04-08,N,5.48,5.43,0.46,4.56,6.69,,0
4699,IPCA,2011-04-08,S,5.44,5.41,0.43,4.56,6.64,,0
4700,IPCA,2011-04-11,N,5.47,5.43,0.44,4.56,6.69,,0
4701,IPCA,2011-04-11,S,5.41,5.39,0.41,4.56,6.45,,0
4702,IPCA,2011-04-12,N,5.48,5.43,0.44,4.56,6.71,,0
4703,IPCA,2011-04-12,S,5.41,5.39,0.41,4.56,6.44,,0
4704,IPCA,2011-04-13,N,5.49,5.43,0.45,4.56,6.71,,0
4705,IPCA,2011-04-13,S,5.41,5.38,0.41,4.56,6.43,,0
4706,IPCA,2011-04-14,N,5.5,5.45,0.43,4.56,6.71,,0
4707,IPCA,2011-04-14,S,5.41,5.37,0.4,4.55,6.42,,0
4708,IPCA,2011-04-15,N,5.52,5.5,0.43,4.42,6.71,,0
4709,IPCA,2011-04-15,S,5.41,5.42,0.4,4.38,6.4,,0
4710,IPCA,2011-04-18,N,5.53,5.55,0.42,4.42,6.58,,0
4711,IPCA,2011-04-18,S,5.38,5.4,0.39,4.36,6.36,,0
4712,IPCA,2011-04-19,N,5.57,5.6,0.42,4.42,6.61,,0
4713,IPCA,2011-04-19,S,5.39,5.42,0.38,4.36,6.41,,0
4714,IPCA,2011-04-20,N,5.58,5.61,0.42,4.42,6.61,,0
4715,IPCA,2011-04-20,S,5.39,5.42,0.38,4.36,6.39,,0
4716,IPCA,2011-04-25,N,5.59,5.61,0.41,4.42,6.61,,0
4717,IPCA,2011-04-25,S,5.34,5.37,0.37,4.33,6.32,,0
4718,IPCA,2011-04-26,N,5.6,5.61,0.41,4.42,6.61,,0
4719,IPCA,2011-04-26,S,5.33,5.36,0.37,4.33,6.3,,0
4720,IPCA,2011-04-27,N,5.6,5.63,0.41,4.42,6.61,,0
4721,IPCA,2011-04-27,S,5.32,5.36,0.36,4.33,6.29,,0
4722,IPCA,2011-04-28,N,5.59,5.62,0.39,4.42,6.61,,0
4723,IPCA,2011-04-28,S,5.31,5.35,0.36,4.32,6.27,,0
4724,IPCA,2011-04-29,N,5.6,5.62,0.37,4.42,6.61,,0
4725,IPCA,2011-04-29,S,5.31,5.34,0.34,4.32,6.26,,0
4726,IPCA,2011-05-02,N,5.61,5.62,0.37,4.42,6.61,,0
4727,IPCA,2011-05-02,S,5.27,5.31,0.34,4.3,6.21,,0
4728,IPCA,2011-05-03,N,5.62,5.64,0.36,4.42,6.61,,0
4729,IPCA,2011-05-03,S,5.25,5.3,0.34,4.3,6.19,,0
4730,IPCA,2011-05-04,N,5.62,5.64,0.36,4.42,6.61,,0
4731,IPCA,2011-05-04,S,5.24,5.29,0.34,4.3,6.18,,0
4732,IPCA,2011-05-05,N,5.61,5.63,0.37,4.42,6.61,,0
4733,IPCA,2011-05-05,S,5.21,5.27,0.35,4.29,6.16,,0
4734,IPCA,2011-05-06,N,5.23,5.27,0.36,4.29,6.16,,0
4735,IPCA,2011-05-06,S,5.23,5.27,0.34,4.29,6.16,,0
4736,IPCA,2011-05-09,N,5.23,5.27,0.35,4.29,6.23,,0
4737,IPCA,2011-05-09,S,5.22,5.27,0.32,4.3,6.13,,0
4738,IPCA,2011-05-10,N,5.22,5.26,0.36,4.29,6.23,,0
4739,IPCA,2011-05-10,S,5.21,5.23,0.33,4.3,6.12,,0
4740,IPCA,2011-05-11,N,5.23,5.26,0.36,4.29,6.23,,0
4741,IPCA,2011-05-11,S,5.21,5.23,0.33,4.3,6.11,,0
4742,IPCA,2011-05-12,N,5.23,5.26,0.36,4.29,6.23,,0
4743,IPCA,2011-05-12,S,5.2,5.22,0.33,4.3,6.1,,0
4744,IPCA,2011-05-13,N,5.23,5.26,0.36,4.29,6.23,,0
4745,IPCA,2011-05-13,S,5.21,5.22,0.33,4.3,6.09,,0
4746,IPCA,2011-05-16,N,5.25,5.26,0.34,4.49,6.23,,0
4747,IPCA,2011-05-16,S,5.21,5.2,0.31,4.47,6.07,,0
4748,IPCA,2011-05-17,N,5.25,5.26,0.35,4.49,6.37,,0
4749,IPCA,2011-05-17,S,5.21,5.2,0.31,4.47,6.06,,0
4750,IPCA,2011-05-18,N,5.22,5.24,0.36,4.28,6.37,,0
4751,IPCA,2011-05-18,S,5.17,5.19,0.33,4.27,5.89,,0
4752,IPCA,2011-05-19,N,5.18,5.19,0.37,4.28,6.37,,0
4753,IPCA,2011-05-19,S,5.13,5.14,0.33,4.27,5.93,,0
4754,IPCA,2011-05-20,N,5.19,5.18,0.38,4.28,6.37,,0
4755,IPCA,2011-05-20,S,5.13,5.11,0.34,4.27,5.91,,0
4756,IPCA,2011-05-23,N,5.18,5.18,0.36,4.28,6.1,,0
4757,IPCA,2011-05-23,S,5.12,5.11,0.34,4.27,5.9,,0
4758,IPCA,2011-05-24,N,5.17,5.17,0.36,4.28,6.1,,0
4759,IPCA,2011-05-24,S,5.11,5.09,0.34,4.27,5.89,,0
4760,IPCA,2011-05-25,N,5.17,5.15,0.36,4.28,6.1,,0
4761,IPCA,2011-05-25,S,5.11,5.08,0.34,4.27,5.89,,0
4762,IPCA,2011-05-26,N,5.17,5.12,0.34,4.49,6.1,,0
4763,IPCA,2011-05-26,S,5.11,5.07,0.32,4.43,5.89,,0
4764,IPCA,2011-05-27,N,5.16,5.12,0.34,4.49,6.1,,0
4765,IPCA,2011-05-27,S,5.09,5.04,0.33,4.42,5.88,,0
4766,IPCA,2011-05-30,N,5.17,5.13,0.35,4.49,6.1,,0
4767,IPCA,2011-05-30,S,5.09,5.02,0.34,4.4,5.87,,0
4768,IPCA,2011-05-31,N,5.17,5.14,0.35,4.49,6.1,,0
4769,IPCA,2011-05-31,S,5.08,5.04,0.34,4.39,5.87,,0
4770,IPCA,2011-06-01,N,5.18,5.16,0.35,4.49,6.1,,0
4771,IPCA,2011-06-01,S,5.09,5.06,0.34,4.39,5.87,,0
4772,IPCA,2011-06-02,N,5.18,5.16,0.36,4.49,6.1,,0
4773,IPCA,2011-06-02,S,5.08,5.05,0.34,4.38,5.86,,0
4774,IPCA,2011-06-03,N,5.17,5.13,0.36,4.49,6.1,,0
4775,IPCA,2011-06-03,S,5.08,5.04,0.34,4.37,5.86,,0
4776,IPCA,2011-06-06,N,5.17,5.14,0.36,4.49,6.1,,0
4777,IPCA,2011-06-06,S,5.07,5.04,0.35,4.35,5.85,,0
4778,IPCA,2011-06-07,N,5.06,5.03,0.35,4.35,5.85,,0
4779,IPCA,2011-06-07,S,5.06,5.04,0.35,4.36,5.85,,0
4780,IPCA,2011-06-08,N,5.07,5.02,0.38,4.21,6.31,,0
4781,IPCA,2011-06-08,S,5.06,5.01,0.36,4.22,5.84,,0
4782,IPCA,2011-06-09,N,5.06,5.0,0.38,4.21,6.31,,0
4783,IPCA,2011-06-09,S,5.05,5.02,0.36,4.23,5.84,,0
4784,IPCA,2011-06-10,N,5.06,5.02,0.39,4.21,6.31,,0
4785,IPCA,2011-06-10,S,5.06,5.04,0.36,4.24,5.84,,0
4786,IPCA,2011-06-13,N,5.05,5.01,0.39,4.21,6.31,,0
4787,IPCA,2011-06-13,S,5.08,5.06,0.36,4.26,5.84,,0
4788,IPCA,2011-06-14,N,5.05,5.01,0.39,4.21,6.31,,0
4789,IPCA,2011-06-14,S,5.09,5.07,0.36,4.27,5.85,,0
4790,IPCA,2011-06-15,N,5.06,5.01,0.4,4.21,6.31,,0
4791,IPCA,2011-06-15,S,5.1,5.08,0.37,4.28,5.87,,0
4792,IPCA,2011-06-16,N,5.06,5.01,0.4,4.21,6.31,,0
4793,IPCA,2011-06-16,S,5.11,5.09,0.37,4.28,5.89,,0
4794,IPCA,2011-06-17,N,5.05,5.0,0.38,4.21,5.89,,0
4795,IPCA,2011-06-17,S,5.11,5.07,0.36,4.29,5.9,,0
4796,IPCA,2011-06-20,N,5.03,5.03,0.39,4.16,5.99,,0
4797,IPCA,2011-06-20,S,5.12,5.09,0.37,4.24,6.06,,0
4798,IPCA,2011-06-21,N,5.02,5.03,0.37,4.16,5.99,,0
4799,IPCA,2011-06-21,S,5.13,5.1,0.37,4.24,6.07,,0
4800,IPCA,2011-06-22,N,5.03,5.03,0.39,4.16,6.06,,0
4801,IPCA,2011-06-22,S,5.14,5.11,0.38,4.25,6.08,,0
4802,IPCA,2011-06-24,N,5.03,5.03,0.38,4.16,6.06,,0
4803,IPCA,2011-06-24,S,5.16,5.15,0.38,4.26,6.09,,0
4804,IPCA,2011-06-27,N,5.03,5.03,0.38,4.16,6.01,,0
4805,IPCA,2011-06-27,S,5.18,5.19,0.38,4.28,6.1,,0
4806,IPCA,2011-06-28,N,5.03,5.03,0.38,4.16,6.01,,0
4807,IPCA,2011-06-28,S,5.19,5.2,0.38,4.29,6.11,,0
4808,IPCA,2011-06-29,N,5.03,5.03,0.38,4.16,6.01,,0
4809,IPCA,2011-06-29,S,5.2,5.21,0.38,4.29,6.12,,0
4810,IPCA,2011-06-30,N,5.02,5.03,0.39,4.16,6.01,,0
4811,IPCA,2011-06-30,S,5.2,5.18,0.38,4.3,6.12,,0
4812,IPCA,2011-07-01,N,5.02,5.03,0.39,4.16,6.01,,0
4813,IPCA,2011-07-01,S,5.21,5.19,0.38,4.3,6.13,,0
4814,IPCA,2011-07-04,N,5.01,5.0,0.38,4.16,6.01,,0
4815,IPCA,2011-07-04,S,5.22,5.22,0.38,4.32,6.14,,0
4816,IPCA,2011-07-05,N,5.02,5.03,0.39,4.16,6.01,,0
4817,IPCA,2011-07-05,S,5.24,5.23,0.39,4.33,6.15,,0
4818,IPCA,2011-07-06,N,5.03,5.0,0.38,4.16,6.01,,0
4819,IPCA,2011-07-06,S,5.25,5.26,0.38,4.33,6.16,,0
4820,IPCA,2011-07-07,N,5.27,5.28,0.38,4.44,6.16,,0
4821,IPCA,2011-07-07,S,5.28,5.29,0.38,4.44,6.16,,0
4822,IPCA,2011-07-08,N,5.27,5.29,0.39,4.22,6.16,,0
4823,IPCA,2011-07-08,S,5.27,5.29,0.39,4.22,6.16,,0
4824,IPCA,2011-07-11,N,5.28,5.29,0.4,4.22,6.24,,0
4825,IPCA,2011-07-11,S,5.29,5.32,0.4,4.23,6.23,,0
4826,IPCA,2011-07-12,N,5.29,5.3,0.38,4.22,6.24,,0
4827,IPCA,2011-07-12,S,5.3,5.33,0.38,4.24,6.23,,0
4828,IPCA,2011-07-13,N,5.3,5.3,0.38,4.22,6.24,,0
4829,IPCA,2011-07-13,S,5.31,5.34,0.38,4.24,6.22,,0
4830,IPCA,2011-07-14,N,5.3,5.3,0.38,4.22,6.24,,0
4831,IPCA,2011-07-14,S,5.32,5.35,0.38,4.25,6.22,,0
4832,IPCA,2011-07-15,N,5.33,5.35,0.39,4.22,6.57,,0
4833,IPCA,2011-07-15,S,5.36,5.37,0.39,4.25,6.57,,0
4834,IPCA,2011-07-18,N,5.34,5.32,0.39,4.22,6.57,,0
4835,IPCA,2011-07-18,S,5.37,5.39,0.39,4.26,6.57,,0
4836,IPCA,2011-07-19,N,5.35,5.34,0.37,4.44,6.57,,0
4837,IPCA,2011-07-19,S,5.39,5.4,0.37,4.51,6.57,,0
4838,IPCA,2011-07-20,N,5.35,5.34,0.38,4.44,6.57,,0
4839,IPCA,2011-07-20,S,5.39,5.4,0.37,4.52,6.57,,0
4840,IPCA,2011-07-21,N,5.34,5.33,0.38,4.44,6.57,,0
4841,IPCA,2011-07-21,S,5.39,5.4,0.37,4.52,6.57,,0
4842,IPCA,2011-07-22,N,5.34,5.33,0.38,4.44,6.57,,0
4843,IPCA,2011-07-22,S,5.38,5.4,0.38,4.53,6.57,,0
4844,IPCA,2011-07-25,N,5.35,5.32,0.37,4.69,6.57,,0
4845,IPCA,2011-07-25,S,5.41,5.43,0.36,4.78,6.58,,0
4846,IPCA,2011-07-26,N,5.36,5.32,0.37,4.69,6.57,,0
4847,IPCA,2011-07-26,S,5.41,5.44,0.37,4.77,6.58,,0
4848,IPCA,2011-07-27,N,5.36,5.32,0.37,4.69,6.57,,0
4849,IPCA,2011-07-27,S,5.42,5.41,0.37,4.77,6.58,,0
4850,IPCA,2011-07-28,N,5.36,5.32,0.37,4.69,6.57,,0
4851,IPCA,2011-07-28,S,5.42,5.42,0.37,4.77,6.58,,0
4852,IPCA,2011-07-29,N,5.35,5.32,0.37,4.44,6.57,,0
4853,IPCA,2011-07-29,S,5.42,5.4,0.37,4.57,6.58,,0
4854,IPCA,2011-08-01,N,5.36,5.32,0.37,4.44,6.57,,0
4855,IPCA,2011-08-01,S,5.44,5.41,0.37,4.59,6.58,,0
4856,IPCA,2011-08-02,N,5.36,5.31,0.37,4.44,6.57,,0
4857,IPCA,2011-08-02,S,5.44,5.42,0.37,4.59,6.58,,0
4858,IPCA,2011-08-03,N,5.36,5.32,0.38,4.44,6.57,,0
4859,IPCA,2011-08-03,S,5.45,5.42,0.37,4.6,6.58,,0
4860,IPCA,2011-08-04,N,5.36,5.31,0.38,4.44,6.57,,0
4861,IPCA,2011-08-04,S,5.45,5.42,0.37,4.6,6.58,,0
4862,IPCA,2011-08-05,N,5.45,5.42,0.37,4.6,6.58,,0
4863,IPCA,2011-08-05,S,5.45,5.42,0.37,4.6,6.57,,0
4864,IPCA,2011-08-08,N,5.45,5.42,0.38,4.6,6.58,,0
4865,IPCA,2011-08-08,S,5.45,5.42,0.38,4.6,6.56,,0
4866,IPCA,2011-08-09,N,5.45,5.42,0.37,4.6,6.58,,0
4867,IPCA,2011-08-09,S,5.45,5.43,0.37,4.6,6.56,,0
4868,IPCA,2011-08-10,N,5.45,5.42,0.37,4.6,6.58,,0
4869,IPCA,2011-08-10,S,5.45,5.43,0.37,4.59,6.55,,0
4870,IPCA,2011-08-11,N,5.45,5.43,0.37,4.6,6.58,,0
4871,IPCA,2011-08-11,S,5.45,5.44,0.37,4.59,6.55,,0
4872,IPCA,2011-08-12,N,5.45,5.43,0.37,4.6,6.58,,0
4873,IPCA,2011-08-12,S,5.45,5.44,0.37,4.59,6.54,,0
4874,IPCA,2011-08-15,N,5.44,5.43,0.35,4.6,6.38,,0
4875,IPCA,2011-08-15,S,5.45,5.45,0.35,4.59,6.47,,0
4876,IPCA,2011-08-16,N,5.45,5.43,0.35,4.6,6.38,,0
4877,IPCA,2011-08-16,S,5.46,5.46,0.35,4.58,6.47,,0
4878,IPCA,2011-08-17,N,5.45,5.43,0.35,4.6,6.38,,0
4879,IPCA,2011-08-17,S,5.46,5.45,0.35,4.58,6.48,,0
4880,IPCA,2011-08-18,N,5.44,5.43,0.35,4.58,6.44,,0
4881,IPCA,2011-08-18,S,5.44,5.45,0.36,4.57,6.54,,0
4882,IPCA,2011-08-19,N,5.43,5.41,0.35,4.58,6.3,,0
4883,IPCA,2011-08-19,S,5.43,5.43,0.35,4.57,6.39,,0
4884,IPCA,2011-08-22,N,5.44,5.42,0.34,4.58,6.3,,0
4885,IPCA,2011-08-22,S,5.44,5.43,0.34,4.56,6.41,,0
4886,IPCA,2011-08-23,N,5.44,5.43,0.34,4.58,6.3,,0
4887,IPCA,2011-08-23,S,5.44,5.45,0.33,4.56,6.42,,0
4888,IPCA,2011-08-24,N,5.45,5.43,0.35,4.57,6.3,,0
4889,IPCA,2011-08-24,S,5.44,5.47,0.35,4.56,6.42,,0
4890,IPCA,2011-08-25,N,5.46,5.43,0.35,4.57,6.3,,0
4891,IPCA,2011-08-25,S,5.45,5.47,0.35,4.56,6.43,,0
4892,IPCA,2011-08-26,N,5.47,5.44,0.34,4.57,6.3,,0
4893,IPCA,2011-08-26,S,5.46,5.47,0.34,4.56,6.44,,0
4894,IPCA,2011-08-29,N,5.47,5.44,0.35,4.57,6.3,,0
4895,IPCA,2011-08-29,S,5.46,5.47,0.34,4.56,6.45,,0
4896,IPCA,2011-08-30,N,5.47,5.44,0.35,4.57,6.3,,0
